School,Close Contact,Positive Case,Suspected Case,Total
Arcado ES,0,0,1,1
Archer HS,0,0,1,1
Baggett ES,4,0,1,5
Beaver Ridge ES,0,0,1,1
Benefield ES,0,1,0,1
Berkeley Lake ES,1,0,0,1
Berkmar HS,70,1,3,74
Brookwood ES,2,0,1,3
Brookwood HS,0,0,1,1
Burnette ES,1,0,0,1
Camp Creek ES,1,0,0,1
Central Gwinnett HS,2,0,1,3
Chesney ES,0,0,1,1
Collins Hill HS,1,0,0,1
Creekland MS,6,0,1,7
Dacula ES,6,0,5,11
Dacula MS,2,0,1,3
Duluth MS,0,0,2,2
Duncan Creek ES,2,0,0,2
Dyer ES,1,0,0,1
Fort Daniel ES,0,0,1,1
Grace Snell MS,20,0,1,21
Graves ES,0,0,1,1
Gwin Oaks ES,1,0,0,1
Gwinnett Online Campus,1,0,0,1
"Gwinnett School of Mathematics, Science, and Technology",0,0,1,1
Harbins ES,1,0,0,1
Harmony ES,1,0,0,1
Ivy Creek ES,0,0,1,1
Jackson ES,1,0,1,2
Jones MS,2,0,0,2
Jordan MS,1,0,2,3
Kanoheda ES,0,0,1,1
Knight ES,1,0,0,1
Lovin ES,5,0,2,7
McConnell MS,1,0,1,2
Meadowcreek HS,5,0,2,7
Mill Creek HS,2,0,1,3
Minor ES,1,1,0,2
Moore MS,4,0,1,5
Mountain View HS,0,0,4,4
Mulberry ES,8,0,4,12
Nesbit ES,0,0,1,1
Norcross ES,6,0,4,10
North Gwinnett HS,1,0,1,2
Oakland Meadow School,1,0,1,2
Osborne MS,2,0,0,2
Parkview HS,1,0,1,2
Peachtree Ridge HS,0,0,1,1
Pharr ES,1,0,0,1
Puckett's Mill ES,1,0,1,2
Radloff MS,1,0,0,1
Richards MS,0,0,4,4
Riverside ES,0,0,1,1
Rock Springs ES,6,0,0,6
Rockbridge ES,2,0,0,2
Simonton ES,0,0,1,1
Sugar Hill ES,0,0,1,1
Sweetwater MS,0,0,1,1
Trickum MS,2,0,2,4
Trip ES,0,0,2,2
Twin Rivers MS,1,1,0,2
