School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,1,0,0,1
Alford ES,6,0,1,7
Anderson-Livsey ES,0,1,0,1
Annistown ES,1,0,0,1
Archer HS,16,1,1,18
Bay Creek MS,2,1,1,4
Beaver Ridge ES,0,1,0,1
Benefield ES,3,0,0,3
Berkmar HS,2,1,1,4
Berkmar MS,2,0,0,2
Britt ES,0,0,4,4
Brookwood ES,1,0,0,1
Brookwood HS,45,4,0,49
Burnette ES,1,0,0,1
Camp Creek ES,12,0,0,12
Centerville ES,6,0,1,7
Chesney ES,3,1,0,4
Coleman MS,1,0,0,1
Collins Hill HS,0,1,3,4
Corley ES,1,0,0,1
Craig ES,3,1,0,4
Creekland MS,2,1,0,3
Dacula ES,2,0,1,3
Dacula HS,2,1,0,3
Dacula MS,2,0,0,2
Duluth HS,1,0,2,3
Duluth MS,9,0,3,12
Duncan Creek ES,3,0,0,3
Dyer ES,2,0,1,3
Five Forks MS,13,1,0,14
Freeman's Mill ES,2,0,0,2
Grace Snell MS,0,1,0,1
Grayson ES,1,0,0,1
Grayson HS,2,0,1,3
Gwinnett Online Campus,1,0,0,1
Head ES,1,0,0,1
Hopkins ES,1,0,1,2
Hull MS,0,0,1,1
Ivy Creek ES,2,0,0,2
Jackson ES,0,1,0,1
Jenkins ES,8,2,0,10
Jones MS,2,0,0,2
Kanoheda ES,0,0,2,2
Knight ES,1,0,0,1
Lanier HS,7,0,1,8
Lanier MS,24,1,1,26
Level Creek ES,1,0,0,1
Lovin ES,2,1,0,3
McClure Health Science HS,3,0,1,4
Meadowcreek HS,9,0,2,11
Mill Creek HS,22,2,0,24
Minor ES,0,0,2,2
Mountain Park ES,1,0,0,1
Mountain View HS,4,0,0,4
Nesbit ES,12,0,1,13
Norcross ES,2,0,0,2
Norcross HS,2,0,0,2
North Gwinnett HS,13,0,0,13
North Gwinnett MS,20,0,0,20
Osborne MS,2,0,0,2
Parkview HS,4,1,2,7
Parsons ES,4,0,0,4
Peachtree Ridge HS,5,1,0,6
Puckett's Mill ES,2,0,1,3
Richards MS,2,1,1,4
Roberts ES,3,0,0,3
Rock Springs ES,0,0,1,1
Rockbridge ES,1,1,1,3
Rosebud ES,1,0,1,2
Shiloh MS,0,0,1,1
Simpson ES,18,1,0,19
South Gwinnett HS,3,1,2,6
Stripling ES,0,1,2,3
Sugar Hill ES,44,0,0,44
Summerour MS,1,0,0,1
Sycamore ES,0,1,0,1
Taylor ES,2,0,0,2
Trickum MS,6,1,0,7
Trip ES,32,0,0,32
Twin Rivers MS,2,0,0,2
White Oak ES,11,0,0,11
Woodward Mill ES,4,0,0,4
