School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,5,1,1,7
Anderson-Livsey ES,0,1,0,1
Archer HS,13,1,0,14
Berkmar MS,4,0,0,4
Britt ES,4,0,0,4
Brookwood HS,7,3,1,11
Buice Center,1,0,0,1
Burnette ES,1,0,0,1
Camp Creek ES,22,0,1,23
Cedar Hill ES,1,0,0,1
Central Gwinnett HS,1,3,0,4
Chattahoochee ES,13,0,6,19
Coleman MS,1,0,0,1
Collins Hill HS,1,0,0,1
Cooper ES,13,0,1,14
Craig ES,3,1,0,4
Creekland MS,3,1,0,4
Crews MS,2,0,0,2
Dacula ES,4,0,2,6
Dacula HS,1,1,1,3
Dacula MS,11,1,0,12
Discovery HS,2,1,0,3
Duluth MS,0,1,1,2
Duncan Creek ES,11,1,0,12
Dyer ES,1,0,0,1
Five Forks MS,11,1,0,12
Fort Daniel ES,1,0,0,1
Freeman's Mill ES,1,0,0,1
GIVE West,0,0,1,1
Graves ES,0,1,0,1
Grayson HS,5,3,0,8
Gwinnett Online Campus,0,0,1,1
Harbins ES,11,0,2,13
Head ES,2,0,0,2
Hull MS,1,1,0,2
International Transition Center,1,0,0,1
Ivy Creek ES,5,0,2,7
Jackson ES,0,1,0,1
Jones MS,2,0,0,2
Knight ES,0,0,1,1
Lanier HS,0,0,2,2
Level Creek ES,2,0,0,2
Lovin ES,10,1,1,12
Mason ES,1,1,0,2
Maxwell,1,0,0,1
McConnell MS,1,0,0,1
McKendree ES,40,1,0,41
Mill Creek HS,6,1,0,7
Minor ES,1,0,0,1
Mountain View HS,2,0,0,2
Norcross ES,16,0,1,17
Norcross HS,22,4,0,26
North Gwinnett HS,9,1,0,10
North Gwinnett MS,3,0,1,4
Oakland Meadow School,1,0,0,1
Osborne MS,27,1,0,28
Parkview HS,1,1,0,2
Parsons ES,0,1,0,1
Paul Duke STEM HS,1,0,0,1
Peachtree ES,5,0,1,6
Peachtree Ridge HS,2,0,0,2
Pharr ES,1,1,0,2
Pinckneyville MS,1,0,1,2
Puckett's Mill ES,5,0,0,5
Richards MS,0,2,0,2
Rock Springs ES,25,1,0,26
Rockbridge ES,0,1,0,1
Shiloh HS,3,1,1,5
Shiloh MS,1,0,0,1
Simonton ES,8,1,0,9
Simpson ES,4,1,0,5
South Gwinnett HS,1,0,1,2
Starling ES,6,0,0,6
Sycamore ES,24,0,0,24
Taylor ES,1,1,0,2
Trickum MS,1,1,0,2
Trip ES,5,0,1,6
Twin Rivers MS,3,0,0,3
White Oak ES,10,0,3,13
Winn Holt ES,2,0,0,2
Woodward Mill ES,1,0,0,1
