School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,15,4,1,20
Arcado ES,1,0,0,1
Archer HS,13,1,3,17
Baggett ES,2,0,1,3
Benefield ES,5,0,0,5
Berkmar HS,18,1,0,19
Brookwood HS,2,0,0,2
Cedar Hill ES,2,0,0,2
Chesney ES,6,0,2,8
Collins Hill HS,1,0,1,2
Cooper ES,1,0,0,1
Creekland MS,3,0,2,5
Crews MS,1,0,0,1
Dacula ES,1,0,1,2
Dacula MS,2,0,0,2
Discovery HS,1,0,0,1
Duluth MS,2,0,1,3
Freeman's Mill ES,1,0,0,1
Graves ES,18,0,0,18
Grayson HS,1,1,0,2
Gwin Oaks ES,0,0,1,1
Gwinnett Online Campus,2,0,0,2
"Gwinnett School of Mathematics, Science, and Technology",0,0,1,1
Harbins ES,2,0,0,2
Hull MS,1,0,0,1
Ivy Creek ES,1,0,0,1
Jackson ES,1,0,0,1
Jones MS,1,0,0,1
Kanoheda ES,2,0,1,3
Knight ES,4,0,1,5
Lanier HS,4,1,0,5
Lanier MS,2,0,0,2
Level Creek ES,1,0,0,1
Lovin ES,3,0,0,3
Mason ES,1,0,0,1
McConnell MS,2,0,0,2
Meadowcreek HS,1,0,1,2
Mill Creek HS,5,0,0,5
Mountain View HS,22,1,1,24
Norcross HS,0,0,1,1
North Gwinnett HS,5,0,0,5
North Gwinnett MS,15,0,0,15
Parkview HS,2,0,0,2
Peachtree ES,18,0,1,19
Peachtree Ridge HS,2,0,0,2
Pinckneyville MS,2,0,1,3
Radloff MS,3,0,0,3
Richards MS,8,1,1,10
Riverside ES,2,0,0,2
Roberts ES,0,1,0,1
Rockbridge ES,0,1,0,1
Shiloh HS,2,0,0,2
Simpson ES,2,0,0,2
South Gwinnett HS,1,0,1,2
Sugar Hill ES,15,0,0,15
Suwanee ES,0,0,2,2
Sweetwater MS,1,0,0,1
Sycamore ES,1,0,0,1
Taylor ES,2,0,0,2
Trickum MS,9,1,0,10
Trip ES,1,0,0,1
Twin Rivers MS,8,3,2,13
White Oak ES,1,0,1,2
