School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,2,0,1,3
Alford ES,2,1,2,5
Annistown ES,3,0,0,3
Arcado ES,2,0,0,2
Archer HS,40,5,6,51
Baldwin ES,8,1,0,9
Bay Creek MS,5,2,0,7
Benefield ES,2,0,0,2
Berkeley Lake ES,3,2,0,5
Berkmar HS,11,1,3,15
Berkmar MS,2,1,0,3
Brookwood ES,9,3,0,12
Brookwood HS,21,3,0,24
Burnette ES,0,0,1,1
Cedar Hill ES,3,2,0,5
Centerville ES,3,1,0,4
Central Gwinnett HS,0,1,0,1
Chattahoochee ES,6,2,3,11
Chesney ES,1,0,0,1
Coleman MS,2,1,0,3
Cooper ES,3,0,0,3
Corley ES,0,1,0,1
Couch MS,2,0,0,2
Craig ES,19,0,1,20
Creekland MS,6,0,3,9
Crews MS,34,2,0,36
Dacula ES,3,1,1,5
Dacula HS,4,0,0,4
Dacula MS,18,1,1,20
Discovery HS,3,0,0,3
Duluth HS,2,0,2,4
Duluth MS,33,4,5,42
Duncan Creek ES,2,0,0,2
Dyer ES,2,0,0,2
Ferguson ES,58,0,2,60
Freeman's Mill ES,2,0,0,2
Grace Snell MS,1,0,0,1
Graves ES,0,1,0,1
Grayson ES,4,0,0,4
Grayson HS,18,4,2,24
Gwin Oaks ES,2,0,0,2
Harbins ES,4,4,0,8
Harmony ES,2,0,2,4
Harris ES,1,1,0,2
Head ES,3,0,0,3
Hopkins ES,5,2,0,7
Hull MS,14,6,1,21
Ivy Creek ES,3,0,1,4
Jackson ES,4,0,1,5
Jenkins ES,3,1,0,4
Jones MS,9,0,0,9
Jordan MS,0,1,0,1
Knight ES,7,2,0,9
Lanier HS,17,2,3,22
Lanier MS,17,1,0,18
Lilburn MS,9,2,1,12
Magill ES,1,1,0,2
Mason ES,1,1,0,2
Maxwell,1,0,0,1
McClure Health Science HS,4,2,0,6
McConnell MS,30,1,1,32
McKendree ES,4,0,0,4
Meadowcreek ES,0,1,1,2
Meadowcreek HS,2,1,1,4
Mill Creek HS,9,3,0,12
Minor ES,6,0,0,6
Moore MS,5,0,1,6
Mountain Park ES,1,0,0,1
Mountain View HS,26,0,3,29
Mulberry ES,14,1,1,16
Nesbit ES,0,1,1,2
Norcross ES,21,2,1,24
Norcross HS,12,2,1,15
North Gwinnett HS,0,0,4,4
North Gwinnett MS,4,0,1,5
Northbrook MS,2,1,0,3
Osborne MS,17,1,1,19
Parkview HS,13,2,4,19
Parsons ES,3,0,3,6
Partee ES,1,0,0,1
Patrick ES,5,0,0,5
Paul Duke STEM HS,1,0,0,1
Peachtree ES,0,0,1,1
Peachtree Ridge HS,14,1,0,15
Pharr ES,2,0,0,2
Pinckneyville MS,2,0,0,2
Puckett's Mill ES,5,2,1,8
Radloff MS,1,0,0,1
Richards MS,8,0,3,11
Roberts ES,1,0,0,1
Rock Springs ES,9,1,0,10
Rockbridge ES,3,0,0,3
Rosebud ES,1,0,2,3
Shiloh MS,1,0,0,1
South Gwinnett HS,8,1,1,10
Starling ES,1,1,0,2
Stripling ES,1,0,0,1
Suwanee ES,1,0,0,1
Sweetwater MS,1,1,0,2
Sycamore ES,3,0,1,4
Trickum MS,16,0,1,17
Trip ES,1,0,1,2
Twin Rivers MS,15,4,0,19
White Oak ES,3,0,2,5
Winn Holt ES,1,0,1,2
Woodward Mill ES,0,1,0,1
