School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,14,0,0,14
Alford ES,1,0,0,1
Arcado ES,23,0,1,24
Archer HS,28,0,2,30
Bay Creek MS,1,0,0,1
Beaver Ridge ES,2,0,0,2
Benefield ES,11,1,0,12
Berkeley Lake ES,1,1,0,2
Britt ES,2,1,0,3
Brookwood ES,26,1,0,27
Brookwood HS,2,0,0,2
Cedar Hill ES,12,0,0,12
Collins Hill HS,7,0,0,7
Cooper ES,1,0,0,1
Dacula HS,0,1,0,1
Duluth MS,1,0,1,2
Dyer ES,5,0,1,6
Five Forks MS,2,0,0,2
Fort Daniel ES,1,0,0,1
Freeman's Mill ES,1,0,0,1
GIVE East,0,0,1,1
GIVE West,1,0,0,1
Grace Snell MS,3,0,1,4
Graves ES,3,0,3,6
Grayson HS,7,1,0,8
Gwin Oaks ES,0,0,1,1
Head ES,2,0,0,2
Ivy Creek ES,0,0,1,1
Kanoheda ES,0,14,0,14
Lilburn ES,5,0,2,7
Lilburn MS,1,0,0,1
Lovin ES,2,0,0,2
Maxwell HS of Technology,1,0,1,2
Meadowcreek ES,0,2,0,2
Meadowcreek HS,5,0,2,7
Mill Creek HS,2,0,0,2
Minor ES,2,0,1,3
Mountain View HS,11,0,2,13
Norcross HS,2,0,0,2
North Gwinnett HS,15,3,1,19
North Gwinnett MS,2,0,0,2
Osborne MS,1,0,0,1
Parkview HS,5,1,1,7
Pharr ES,1,0,0,1
Pinckneyville MS,8,0,1,9
Puckett's Mill ES,1,0,0,1
Riverside ES,2,0,0,2
Roberts ES,9,0,1,10
Shiloh HS,1,0,0,1
Simpson ES,1,0,0,1
South Gwinnett HS,2,0,0,2
Sycamore ES,1,0,0,1
Trip ES,25,0,0,25
White Oak ES,8,0,0,8
Winn Holt ES,1,2,0,3
