School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,17,2,5,24
Alford ES,30,4,4,38
Anderson-Livsey ES,0,1,1,2
Annistown ES,22,2,0,24
Arcado ES,6,1,1,8
Archer HS,76,12,15,103
Baggett ES,64,3,5,72
Baldwin ES,13,4,1,18
Bay Creek MS,14,2,4,20
Beaver Ridge ES,23,3,0,26
Benefield ES,26,5,2,33
Berkeley Lake ES,10,4,0,14
Berkmar HS,51,12,9,72
Berkmar MS,38,5,7,50
Bethesda ES,38,4,1,43
Britt ES,7,0,3,10
Brookwood ES,55,5,3,63
Brookwood HS,121,20,3,144
Buice Center,9,4,0,13
Burnette ES,9,1,2,12
Camp Creek ES,59,7,3,69
Cedar Hill ES,40,7,3,50
Centerville ES,32,1,3,36
Central Gwinnett HS,1,5,0,6
Chattahoochee ES,29,4,11,44
Chesney ES,15,3,7,25
Coleman MS,22,5,1,28
Collins Hill HS,1,1,0,2
Cooper ES,19,1,1,21
Corley ES,19,2,3,24
Couch MS,9,6,1,16
Craig ES,42,2,4,48
Creekland MS,25,6,15,46
Crews MS,53,6,1,60
Dacula ES,33,3,8,44
Dacula HS,22,10,5,37
Dacula MS,48,12,1,61
Discovery HS,30,13,4,47
Duluth HS,16,5,4,25
Duluth MS,44,10,11,65
Duncan Creek ES,26,3,1,30
Dyer ES,21,1,2,24
Ferguson ES,64,1,2,67
Five Forks MS,16,5,1,22
Fort Daniel ES,0,2,0,2
Freeman's Mill ES,17,2,0,19
GIVE East,3,0,1,4
GIVE West,3,0,2,5
Grace Snell MS,5,1,3,9
Graves ES,9,2,2,13
Grayson ES,40,2,0,42
Grayson HS,52,9,2,63
Gwin Oaks ES,39,9,3,51
Gwinnett Online Campus,4,3,1,8
"Gwinnett School of Mathematics, Science, and Technology",8,1,3,12
Harbins ES,109,11,8,128
Harmony ES,17,2,8,27
Harris ES,14,6,2,22
Head ES,11,1,1,13
Hopkins ES,20,4,2,26
Hull MS,19,5,1,25
International Transition Center,1,0,0,1
Ivy Creek ES,35,3,3,41
Jackson ES,15,3,2,20
Jenkins ES,14,4,2,20
Jones MS,36,3,1,40
Jordan MS,10,5,3,18
Kanoheda ES,17,2,0,19
Knight ES,25,6,4,35
Lanier HS,50,6,9,65
Lanier MS,75,14,4,93
Lawrenceville ES,0,2,1,3
Level Creek ES,14,0,0,14
Lilburn ES,8,4,1,13
Lilburn MS,16,4,6,26
Lovin ES,15,2,2,19
Magill ES,68,5,0,73
Mason ES,9,4,1,14
Maxwell,3,2,1,6
McClure Health Science HS,11,5,5,21
McConnell MS,68,7,6,81
McKendree ES,74,14,0,88
Meadowcreek ES,61,9,7,77
Meadowcreek HS,11,2,3,16
Mill Creek HS,103,13,2,118
Minor ES,19,0,1,20
Moore MS,16,2,1,19
Mountain Park ES,5,0,0,5
Mountain View HS,76,13,8,97
Mulberry ES,38,9,4,51
Nesbit ES,136,2,4,142
Norcross ES,32,3,4,39
Norcross HS,47,11,2,60
North Gwinnett HS,45,9,5,59
North Gwinnett MS,59,10,4,73
Northbrook MS,11,5,3,19
Norton ES,30,8,2,40
Oakland Meadow School,1,2,5,8
Osborne MS,71,7,5,83
Parkview HS,50,10,14,74
Parsons ES,13,0,4,17
Partee ES,16,2,0,18
Patrick ES,11,0,4,15
Paul Duke STEM HS,8,3,0,11
Peachtree ES,19,1,5,25
Peachtree Ridge HS,23,3,1,27
Pharr ES,15,3,0,18
Phoenix HS,3,2,0,5
Pinckneyville MS,32,1,6,39
Puckett's Mill ES,34,5,7,46
Radloff MS,14,5,0,19
Richards MS,62,15,9,86
Riverside ES,7,1,0,8
Roberts ES,14,2,1,17
Rock Springs ES,21,8,2,31
Rockbridge ES,29,2,0,31
Rosebud ES,8,4,4,16
Shiloh ES,9,1,0,10
Shiloh HS,3,4,2,9
Shiloh MS,11,4,0,15
Simonton ES,7,1,1,9
Simpson ES,19,4,0,23
Snellville MS,24,3,0,27
South Gwinnett HS,25,9,6,40
Starling ES,20,7,2,29
Stripling ES,7,0,2,9
Sugar Hill ES,38,6,1,45
Summerour MS,1,2,1,4
Suwanee ES,3,2,0,5
Sweetwater MS,11,7,4,22
Sycamore ES,32,1,2,35
Taylor ES,18,3,0,21
Trickum MS,43,4,5,52
Trip ES,52,3,5,60
Twin Rivers MS,79,13,6,98
Walnut Grove ES,9,1,0,10
White Oak ES,16,2,3,21
Winn Holt ES,18,3,6,27
Woodward Mill ES,1,4,1,6
