School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,4,0,0,4
Arcado ES,0,0,1,1
Archer HS,7,1,0,8
Baldwin ES,2,0,0,2
Berkmar HS,1,0,0,1
Brookwood ES,3,0,0,3
Brookwood HS,1,0,0,1
Burnette ES,2,0,0,2
Cedar Hill ES,1,0,0,1
Cooper ES,5,0,0,5
Couch MS,3,1,0,4
Craig ES,0,1,0,1
Creekland MS,0,0,1,1
Crews MS,5,1,0,6
Dacula ES,2,0,2,4
Dacula HS,4,2,0,6
Dacula MS,1,0,1,2
Duluth HS,1,0,1,2
Duncan Creek ES,2,0,0,2
Fort Daniel ES,1,0,0,1
Freeman's Mill ES,2,1,0,3
GIVE West,0,0,1,1
Graves ES,0,0,1,1
Grayson HS,0,0,1,1
"Gwinnett School of Mathematics, Science, and Technology",1,0,0,1
Harbins ES,6,0,0,6
Harmony ES,1,0,0,1
Harris ES,1,0,0,1
International Transition Center,0,0,2,2
Ivy Creek ES,3,1,0,4
Jenkins ES,1,0,0,1
Jones MS,1,0,0,1
Jordan MS,3,0,1,4
Knight ES,0,1,0,1
Lanier HS,0,0,1,1
Level Creek ES,11,0,0,11
Lilburn MS,4,1,0,5
Maxwell HS of Technology,1,6,0,7
Meadowcreek HS,2,0,0,2
Mill Creek HS,18,0,1,19
Minor ES,1,0,0,1
Norcross HS,8,1,0,9
Northbrook MS,2,0,0,2
Norton ES,1,0,0,1
Osborne MS,1,0,0,1
Parkview HS,1,0,0,1
Parsons ES,1,0,0,1
Peachtree ES,0,0,2,2
Pinckneyville MS,0,1,0,1
Richards MS,2,0,3,5
Riverside ES,5,0,0,5
Rockbridge ES,2,0,0,2
Starling ES,1,0,0,1
Sugar Hill ES,1,0,0,1
Summerour MS,0,1,0,1
Sycamore ES,2,0,0,2
Trip ES,1,0,0,1
Winn Holt ES,0,0,1,1
