School,Close Contact,Positive Case,Suspected Case,Total
Alford ES,22,0,2,24
Anderson-Livsey ES,0,1,0,1
Annistown ES,23,0,0,23
Arcado ES,84,0,1,85
Archer HS,122,3,11,136
Baggett ES,9,0,1,10
Baldwin ES,1,0,0,1
Bay Creek MS,17,2,3,22
Beaver Ridge ES,33,6,2,41
Benefield ES,13,0,0,13
Berkeley Lake ES,17,0,0,17
Berkmar HS,43,5,4,52
Berkmar MS,19,0,3,22
Bethesda ES,22,1,0,23
Britt ES,0,0,2,2
Brookwood ES,19,0,0,19
Brookwood HS,93,9,0,102
Buice Center,7,0,1,8
Burnette ES,18,0,4,22
Camp Creek ES,69,1,1,71
Cedar Hill ES,47,4,1,52
Centerville ES,9,0,1,10
Central Gwinnett HS,11,2,3,16
Chattahoochee ES,21,0,1,22
Chesney ES,12,1,0,13
Coleman MS,3,0,0,3
Collins Hill HS,25,3,3,31
Cooper ES,34,0,2,36
Corley ES,4,0,0,4
Couch MS,9,0,1,10
Craig ES,12,1,0,13
Creekland MS,21,2,1,24
Crews MS,10,0,0,10
Dacula ES,19,1,11,31
Dacula HS,14,3,3,20
Dacula MS,31,1,1,33
Discovery HS,17,1,0,18
Duluth HS,14,4,5,23
Duluth MS,43,1,7,51
Duncan Creek ES,29,1,0,30
Dyer ES,37,3,7,47
Ferguson ES,48,1,2,51
Five Forks MS,38,2,0,40
Fort Daniel ES,32,2,0,34
Freeman's Mill ES,14,0,3,17
GIVE East,0,0,0,0
GIVE West,3,0,0,3
Grace Snell MS,1,4,3,8
Graves ES,8,1,3,12
Grayson ES,10,1,0,11
Grayson HS,32,5,2,39
Gwin Oaks ES,11,4,0,15
Gwinnett Online Campus,1,0,0,1
"Gwinnett School of Mathematics, Science, and Technology",3,0,0,3
Harbins ES,61,1,1,63
Harmony ES,6,0,2,8
Harris ES,35,1,0,36
Head ES,5,0,1,6
Hopkins ES,43,0,3,46
Hull MS,13,2,3,18
International Transition Center,3,1,0,4
Ivy Creek ES,24,2,2,28
Jackson ES,9,1,0,10
Jenkins ES,18,2,0,20
Jones MS,44,3,0,47
Jordan MS,14,0,1,15
Kanoheda ES,2,0,2,4
Knight ES,17,1,4,22
Lanier HS,66,3,8,77
Lanier MS,37,1,1,39
Lawrenceville ES,8,1,0,9
Level Creek ES,9,3,0,12
Lilburn ES,8,0,0,8
Lilburn MS,8,0,1,9
Lovin ES,34,6,0,40
Magill ES,19,0,0,19
Mason ES,30,5,1,36
Maxwell,13,0,1,14
McClure Health Science HS,8,0,0,8
McConnell MS,14,1,0,15
McKendree ES,64,2,0,66
Meadowcreek ES,7,0,3,10
Meadowcreek HS,47,3,6,56
Mill Creek HS,82,6,0,88
Minor ES,41,0,3,44
Moore MS,1,0,0,1
Mountain Park ES,17,1,1,19
Mountain View HS,29,0,3,32
Mulberry ES,7,0,1,8
Nesbit ES,17,0,2,19
Norcross ES,10,1,1,12
Norcross HS,42,2,1,45
North Gwinnett HS,125,4,4,133
North Gwinnett MS,144,7,1,152
Northbrook MS,4,0,2,6
Norton ES,9,0,3,12
Oakland Meadow School,6,2,2,10
Osborne MS,50,2,0,52
Parkview HS,37,4,6,47
Parsons ES,14,3,0,17
Partee ES,8,0,0,8
Patrick ES,1,0,0,1
Paul Duke STEM HS,11,2,1,14
Peachtree ES,1,0,1,2
Peachtree Ridge HS,34,5,3,42
Pharr ES,41,1,1,43
Phoenix HS,0,0,0,0
Pinckneyville MS,16,1,0,17
Puckett's Mill ES,29,0,5,34
Radloff MS,4,2,2,8
Richards MS,32,1,7,40
Riverside ES,14,1,2,17
Roberts ES,17,0,0,17
Rock Springs ES,10,1,1,12
Rockbridge ES,25,2,1,28
Rosebud ES,7,1,2,10
Shiloh ES,42,0,2,44
Shiloh HS,8,0,1,9
Shiloh MS,29,2,1,32
Simonton ES,32,3,0,35
Simpson ES,27,1,0,28
Snellville MS,46,4,1,51
South Gwinnett HS,57,1,6,64
Starling ES,7,2,2,11
Stripling ES,4,1,3,8
Sugar Hill ES,72,0,2,74
Summerour MS,8,3,0,11
Suwanee ES,9,0,0,9
Sweetwater MS,11,2,1,14
Sycamore ES,3,1,0,4
Taylor ES,18,1,0,19
Trickum MS,22,3,2,27
Trip ES,47,0,2,49
Twin Rivers MS,38,1,0,39
Walnut Grove ES,15,1,0,16
White Oak ES,36,0,3,39
Winn Holt ES,14,0,1,15
Woodward Mill ES,6,0,0,6
