School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,28,1,4,33
Alford ES,3,0,0,3
Anderson-Livsey ES,0,0,0,0
Annistown ES,0,0,0,0
Arcado ES,19,0,1,20
Archer HS,16,0,4,20
Baggett ES,7,1,0,8
Baldwin ES,0,0,1,1
Bay Creek MS,0,0,1,1
Beaver Ridge ES,0,0,0,0
Benefield ES,0,0,0,0
Berkeley Lake ES,0,0,0,0
Berkmar HS,2,0,0,2
Berkmar MS,11,1,2,14
Bethesda ES,15,0,3,18
Britt ES,0,0,0,0
Brookwood ES,17,0,2,19
Brookwood HS,20,0,3,23
Buice Center,9,1,0,10
Burnette ES,1,0,3,4
Camp Creek ES,32,1,2,35
Cedar Hill ES,0,0,4,4
Centerville ES,0,0,0,0
Central Gwinnett HS,6,0,0,6
Chattahoochee ES,16,0,2,18
Chesney ES,6,0,1,7
Coleman MS,1,0,0,1
Collins Hill HS,1,0,1,2
Cooper ES,15,0,4,19
Corley ES,0,0,1,1
Couch MS,0,0,0,0
Craig ES,1,0,0,1
Creekland MS,2,0,0,2
Crews MS,0,0,0,0
Dacula ES,11,1,3,15
Dacula HS,1,0,0,1
Dacula MS,2,0,0,2
Discovery HS,3,0,0,3
Duluth HS,2,0,1,3
Duluth MS,4,1,5,10
Duncan Creek ES,7,1,2,10
Dyer ES,20,1,5,26
Ferguson ES,1,0,0,1
Five Forks MS,0,0,0,0
Fort Daniel ES,14,2,0,16
Freeman's Mill ES,10,0,1,11
GIVE East,1,1,0,2
GIVE West,0,0,2,2
Grace Snell MS,2,0,0,2
Graves ES,0,0,1,1
Grayson ES,5,0,2,7
Grayson HS,2,2,0,4
Gwin Oaks ES,0,0,0,0
Gwinnett Online Campus,0,0,0,0
"Gwinnett School of Mathematics, Science, and Technology",1,0,1,2
Harbins ES,9,1,3,13
Harmony ES,1,0,2,3
Harris ES,7,1,1,9
Head ES,0,0,1,1
Hopkins ES,5,1,3,9
Hull MS,0,0,0,0
International Transition Center,0,0,1,1
Ivy Creek ES,1,0,3,4
Jackson ES,1,2,1,4
Jenkins ES,22,0,0,22
Jones MS,17,0,2,19
Jordan MS,1,0,0,1
Kanoheda ES,0,0,1,1
Knight ES,4,0,2,6
Lanier HS,0,0,4,4
Lanier MS,2,0,0,2
Lawrenceville ES,4,1,1,6
Level Creek ES,4,1,0,5
Lilburn ES,9,0,1,10
Lilburn MS,2,0,7,9
Lovin ES,0,0,0,0
Magill ES,29,0,1,30
Mason ES,1,0,0,1
Maxwell HS of Technology,1,0,1,2
McClure Health Science HS,0,0,0,0
McConnell MS,1,2,2,5
McKendree ES,0,0,0,0
Meadowcreek ES,18,1,1,20
Meadowcreek HS,14,0,7,21
Mill Creek HS,41,2,3,46
Minor ES,17,0,3,20
Moore MS,5,0,1,6
Mountain Park ES,0,1,0,1
Mountain View HS,16,0,4,20
Mulberry ES,23,0,2,25
Nesbit ES,1,0,2,3
Norcross ES,7,0,6,13
Norcross HS,4,0,2,6
North Gwinnett HS,44,5,5,54
North Gwinnett MS,32,1,2,35
Northbrook MS,0,0,1,1
Norton ES,18,1,0,19
Oakland Meadow School,6,0,4,10
Osborne MS,7,0,3,10
Parkview HS,5,0,2,7
Parsons ES,0,0,0,0
Partee ES,1,0,0,1
Patrick ES,0,0,0,0
Paul Duke STEM HS,0,0,1,1
Peachtree ES,10,0,2,12
Peachtree Ridge HS,21,2,1,24
Pharr ES,19,0,1,20
Phoenix HS,0,0,0,0
Pinckneyville MS,1,1,0,2
Puckett's Mill ES,4,0,0,4
Radloff MS,3,0,5,8
Richards MS,0,0,2,2
Riverside ES,6,0,1,7
Roberts ES,0,0,0,0
Rock Springs ES,0,0,0,0
Rockbridge ES,1,0,0,1
Rosebud ES,0,0,1,1
Shiloh ES,1,0,0,1
Shiloh HS,2,0,0,2
Shiloh MS,1,0,2,3
Simonton ES,0,0,0,0
Simpson ES,4,0,2,6
Snellville MS,0,0,0,0
South Gwinnett HS,11,0,3,14
Starling ES,1,1,2,4
Stripling ES,0,0,0,0
Sugar Hill ES,2,0,1,3
Summerour MS,2,1,2,5
Suwanee ES,10,0,0,10
Sweetwater MS,1,0,2,3
Sycamore ES,3,0,0,3
Taylor ES,1,0,2,3
Trickum MS,6,0,2,8
Trip ES,1,0,0,1
Twin Rivers MS,8,0,0,8
Walnut Grove ES,0,0,1,1
White Oak ES,14,1,0,15
Winn Holt ES,17,0,5,22
Woodward Mill ES,5,0,3,8
