School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,0,0,1,1
Archer HS,18,2,0,20
Baldwin ES,0,0,1,1
Bethesda ES,1,0,0,1
Britt ES,16,0,0,16
Brookwood HS,4,0,1,5
Buice Center,0,0,1,1
Cooper ES,2,0,1,3
Creekland MS,1,0,0,1
Dacula ES,1,0,0,1
Discovery HS,0,0,1,1
Duluth HS,0,1,0,1
Duncan Creek ES,1,0,1,2
Five Forks MS,1,0,0,1
Fort Daniel ES,2,0,0,2
GIVE East,0,0,1,1
Grace Snell MS,1,0,0,1
Grayson HS,0,0,1,1
Gwin Oaks ES,6,0,1,7
"Gwinnett School of Mathematics, Science, and Technology",1,0,0,1
Harbins ES,1,0,0,1
Hull MS,0,0,1,1
Jackson ES,0,1,0,1
Jones MS,0,0,1,1
Jordan MS,0,1,0,1
Kanoheda ES,1,0,0,1
Knight ES,0,0,2,2
Lanier HS,1,0,1,2
Lanier MS,3,0,0,3
Lovin ES,5,0,1,6
Mason ES,0,0,1,1
McClure Health Science HS,0,0,1,1
McConnell MS,14,1,0,15
Mill Creek HS,6,0,0,6
Nesbit ES,0,0,1,1
Norcross ES,2,0,0,2
Norcross HS,9,3,0,12
North Gwinnett HS,3,0,2,5
Northbrook MS,0,0,3,3
Norton ES,1,1,0,2
Osborne MS,1,0,0,1
Parkview HS,2,1,0,3
Peachtree ES,0,0,1,1
Pinckneyville MS,1,1,0,2
Puckett's Mill ES,3,1,0,4
Richards MS,0,0,3,3
Riverside ES,1,0,3,4
Shiloh HS,1,0,0,1
Shiloh MS,0,0,1,1
Simpson ES,2,0,0,2
South Gwinnett HS,7,1,0,8
Stripling ES,0,0,1,1
Sugar Hill ES,4,0,0,4
Summerour MS,0,0,2,2
Suwanee ES,1,0,0,1
Sycamore ES,1,0,0,1
Taylor ES,2,0,0,2
Trip ES,3,0,1,4
Twin Rivers MS,1,0,0,1
Alcova ES,28,1,5,34
Alford ES,3,0,0,3
Anderson-Livsey ES,0,0,0,0
Annistown ES,0,0,0,0
Arcado ES,19,0,1,20
Archer HS,34,2,3,39
Baggett ES,0,0,0,0
Baldwin ES,0,0,1,1
Bay Creek MS,0,0,0,0
Beaver Ridge ES,0,0,0,0
Benefield ES,0,0,0,0
Berkeley Lake ES,0,0,0,0
Berkmar HS,1,0,0,1
Berkmar MS,11,1,2,14
Bethesda ES,16,0,3,19
Britt ES,16,0,0,16
Brookwood ES,17,0,2,19
Brookwood HS,23,0,4,27
Buice Center,9,1,1,11
Burnette ES,0,0,3,3
Camp Creek ES,31,1,2,34
Cedar Hill ES,0,0,3,3
Centerville ES,0,0,0,0
Central Gwinnett HS,6,0,0,6
Chattahoochee ES,16,0,2,18
Chesney ES,5,0,1,6
Coleman MS,1,0,0,1
Collins Hill HS,1,0,1,2
Cooper ES,17,0,2,19
Corley ES,0,0,1,1
Couch MS,0,0,0,0
Craig ES,1,0,0,1
Creekland MS,3,0,0,3
Crews MS,0,0,0,0
Dacula ES,6,0,2,8
Dacula HS,0,0,0,0
Dacula MS,1,0,0,1
Discovery HS,3,0,1,4
Duluth HS,2,1,1,4
Duluth MS,4,1,3,8
Duncan Creek ES,8,1,3,12
Dyer ES,16,0,5,21
Ferguson ES,1,0,0,1
Five Forks MS,1,0,0,1
Fort Daniel ES,16,1,0,17
Freeman's Mill ES,6,0,1,7
GIVE East,1,0,1,2
GIVE West,0,0,1,1
Grace Snell MS,2,0,0,2
Graves ES,0,0,0,0
Grayson ES,5,0,2,7
Grayson HS,2,2,1,5
Gwin Oaks ES,6,0,1,7
Gwinnett Online Campus,0,0,0,0
"Gwinnett School of Mathematics, Science, and Technology",2,0,1,3
Harbins ES,6,0,3,9
Harmony ES,1,0,2,3
Harris ES,7,1,1,9
Head ES,0,0,1,1
Hopkins ES,5,1,3,9
Hull MS,0,0,1,1
International Transition Center,0,0,1,1
Ivy Creek ES,1,0,2,3
Jackson ES,1,2,1,4
Jenkins ES,2,0,0,2
Jones MS,17,0,3,20
Jordan MS,1,1,0,2
Kanoheda ES,1,0,1,2
Knight ES,4,0,4,8
Lanier HS,1,0,4,5
Lanier MS,4,0,0,4
Lawrenceville ES,4,1,1,6
Level Creek ES,3,1,0,4
Lilburn ES,8,0,1,9
Lilburn MS,2,0,7,9
Lovin ES,5,0,1,6
Magill ES,29,0,0,29
Mason ES,1,0,1,2
Maxwell HS of Technology,1,0,1,2
McClure Health Science HS,0,0,1,1
McConnell MS,15,3,1,19
McKendree ES,0,0,0,0
Meadowcreek ES,18,1,1,20
Meadowcreek HS,14,0,7,21
Mill Creek HS,45,2,3,50
Minor ES,17,0,1,18
Moore MS,1,0,1,2
Mountain Park ES,0,1,0,1
Mountain View HS,16,0,4,20
Mulberry ES,15,0,2,17
Nesbit ES,1,0,3,4
Norcross ES,4,0,3,7
Norcross HS,13,2,2,17
North Gwinnett HS,46,4,6,56
North Gwinnett MS,31,1,0,32
Northbrook MS,0,0,4,4
Norton ES,19,2,0,21
Oakland Meadow School,4,0,4,8
Osborne MS,7,0,3,10
Parkview HS,6,1,2,9
Parsons ES,0,0,0,0
Partee ES,1,0,0,1
Patrick ES,0,0,0,0
Paul Duke STEM HS,0,0,1,1
Peachtree ES,10,0,2,12
Peachtree Ridge HS,21,1,1,23
Pharr ES,19,0,1,20
Phoenix HS,0,0,0,0
Pinckneyville MS,2,2,0,4
Puckett's Mill ES,7,1,0,8
Radloff MS,3,0,5,8
Richards MS,0,0,5,5
Riverside ES,7,0,4,11
Roberts ES,0,0,0,0
Rock Springs ES,0,0,0,0
Rockbridge ES,0,0,0,0
Rosebud ES,0,0,1,1
Shiloh ES,1,0,0,1
Shiloh HS,3,0,0,3
Shiloh MS,0,0,2,2
Simonton ES,0,0,0,0
Simpson ES,6,0,2,8
Snellville MS,0,0,0,0
South Gwinnett HS,16,1,3,20
Starling ES,1,1,2,4
Stripling ES,0,0,1,1
Sugar Hill ES,6,0,1,7
Summerour MS,2,1,4,7
Suwanee ES,11,0,0,11
Sweetwater MS,1,0,2,3
Sycamore ES,4,0,0,4
Taylor ES,3,0,2,5
Trickum MS,5,0,2,7
Trip ES,4,0,1,5
Twin Rivers MS,8,0,0,8
Walnut Grove ES,0,0,1,1
White Oak ES,21,2,0,23
Winn Holt ES,17,0,3,20
Woodward Mill ES,5,0,3,8
