School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,5,0,2,7
Alford ES,45,1,2,48
Anderson-Livsey ES,2,1,0,3
Annistown ES,3,0,0,3
Arcado ES,22,0,2,24
Archer HS,129,5,12,146
Baggett ES,13,0,0,13
Baldwin ES,5,0,0,5
Bay Creek MS,13,2,3,18
Beaver Ridge ES,34,5,2,41
Benefield ES,19,1,0,20
Berkeley Lake ES,9,0,0,9
Berkmar HS,43,4,4,51
Berkmar MS,16,1,2,19
Bethesda ES,33,1,1,35
Britt ES,5,0,2,7
Brookwood ES,20,1,0,21
Brookwood HS,103,12,2,117
Buice Center,6,0,0,6
Burnette ES,13,1,4,18
Camp Creek ES,43,1,1,45
Cedar Hill ES,45,4,1,50
Centerville ES,8,0,1,9
Central Gwinnett HS,1,1,1,3
Chattahoochee ES,13,0,1,14
Chesney ES,10,1,0,11
Coleman MS,7,1,0,8
Collins Hill HS,54,7,4,65
Cooper ES,37,1,4,42
Corley ES,4,0,0,4
Couch MS,9,0,3,12
Craig ES,13,1,0,14
Creekland MS,17,2,6,25
Crews MS,20,1,0,21
Dacula ES,22,1,13,36
Dacula HS,25,4,3,32
Dacula MS,38,1,4,43
Discovery HS,16,2,0,18
Duluth HS,21,5,5,31
Duluth MS,37,1,5,43
Duncan Creek ES,26,1,0,27
Dyer ES,43,4,8,55
Ferguson ES,31,1,3,35
Five Forks MS,43,1,0,44
Fort Daniel ES,33,2,0,35
Freeman's Mill ES,17,0,3,20
GIVE East,3,1,0,4
GIVE West,1,0,0,1
Grace Snell MS,9,5,3,17
Graves ES,14,3,4,21
Grayson ES,13,1,0,14
Grayson HS,24,4,3,31
Gwin Oaks ES,12,2,0,14
Gwinnett Online Campus,1,0,0,1
"Gwinnett School of Mathematics, Science, and Technology",4,0,0,4
Harbins ES,49,1,1,51
Harmony ES,18,0,2,20
Harris ES,40,3,0,43
Head ES,5,0,0,5
Hopkins ES,4,0,1,5
Hull MS,13,2,3,18
International Transition Center,3,1,0,4
Ivy Creek ES,28,1,5,34
Jackson ES,5,1,0,6
Jenkins ES,17,2,0,19
Jones MS,32,1,0,33
Jordan MS,13,0,4,17
Kanoheda ES,1,0,3,4
Knight ES,17,0,4,21
Lanier HS,108,8,7,123
Lanier MS,45,2,1,48
Lawrenceville ES,8,1,0,9
Level Creek ES,14,2,0,16
Lilburn ES,0,1,0,1
Lilburn MS,27,2,7,36
Lovin ES,23,3,0,26
Magill ES,3,0,0,3
Mason ES,31,4,3,38
Maxwell,2,1,1,4
McClure Health Science HS,6,0,0,6
McConnell MS,9,1,0,10
McKendree ES,5,1,0,6
Meadowcreek ES,6,0,0,6
Meadowcreek HS,32,4,6,42
Mill Creek HS,207,14,0,221
Minor ES,49,1,4,54
Moore MS,7,1,0,8
Mountain Park ES,10,1,0,11
Mountain View HS,38,1,4,43
Mulberry ES,9,0,0,9
Nesbit ES,18,0,2,20
Norcross ES,9,1,1,11
Norcross HS,48,2,2,52
North Gwinnett HS,131,6,12,149
North Gwinnett MS,141,6,3,150
Northbrook MS,4,0,3,7
Norton ES,2,0,1,3
Oakland Meadow School,7,2,2,11
Osborne MS,85,4,1,90
Parkview HS,27,2,7,36
Parsons ES,10,3,0,13
Partee ES,7,1,0,8
Patrick ES,2,1,0,3
Paul Duke STEM HS,7,0,1,8
Peachtree ES,3,0,1,4
Peachtree Ridge HS,23,3,2,28
Pharr ES,21,1,3,25
Phoenix HS,0,0,0,0
Pinckneyville MS,28,2,0,30
Puckett's Mill ES,30,1,5,36
Radloff MS,1,0,0,1
Richards MS,39,1,8,48
Riverside ES,18,0,3,21
Roberts ES,14,0,0,14
Rock Springs ES,10,1,1,12
Rockbridge ES,21,1,2,24
Rosebud ES,8,0,2,10
Shiloh ES,24,0,3,27
Shiloh HS,11,2,3,16
Shiloh MS,41,4,1,46
Simonton ES,32,2,0,34
Simpson ES,30,1,0,31
Snellville MS,47,2,1,50
South Gwinnett HS,63,2,8,73
Starling ES,9,2,3,14
Stripling ES,3,1,3,7
Sugar Hill ES,73,0,6,79
Summerour MS,6,3,0,9
Suwanee ES,9,0,0,9
Sweetwater MS,12,3,0,15
Sycamore ES,10,2,4,16
Taylor ES,9,0,0,9
Trickum MS,25,3,2,30
Trip ES,38,0,1,39
Twin Rivers MS,19,2,0,21
Walnut Grove ES,1,1,0,2
White Oak ES,27,0,3,30
Winn Holt ES,17,0,1,18
Woodward Mill ES,6,0,1,7
