School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,18,1,0,19
Alford ES,2,1,0,3
Annistown ES,1,0,0,1
Arcado ES,1,0,0,1
Archer HS,1,0,0,1
Baldwin ES,3,1,0,4
Bay Creek MS,2,0,0,2
Benefield ES,5,1,0,6
Berkmar HS,8,1,0,9
Brookwood HS,3,1,0,4
Buice Center,1,0,0,1
Camp Creek ES,18,2,0,20
Chattahoochee ES,2,0,0,2
Coleman MS,1,1,0,2
Collins Hill HS,15,1,0,16
Corley ES,1,1,0,2
Creekland MS,4,0,0,4
Crews MS,1,0,0,1
Dacula ES,0,0,1,1
Dacula MS,1,0,1,2
Discovery HS,1,0,0,1
Duluth HS,13,1,0,14
Duluth MS,0,0,1,1
Duncan Creek ES,6,1,0,7
Dyer ES,2,1,1,4
Ferguson ES,1,0,0,1
GIVE West,0,0,1,1
Grace Snell MS,2,0,0,2
Grayson ES,1,0,0,1
Grayson HS,3,3,0,6
Gwin Oaks ES,5,1,0,6
Harris ES,7,0,0,7
Head ES,4,1,0,5
Ivy Creek ES,2,1,1,4
Jones MS,26,1,0,27
Lanier HS,2,1,0,3
Lanier MS,0,0,1,1
McConnell MS,1,1,0,2
Meadowcreek ES,0,1,0,1
Meadowcreek HS,6,0,1,7
Mill Creek HS,69,5,0,74
Minor ES,1,0,0,1
Moore MS,1,1,0,2
Mountain Park ES,2,0,0,2
Norcross HS,4,1,0,5
Oakland Meadow School,1,0,0,1
Parkview HS,7,7,1,15
Parsons ES,2,0,0,2
Paul Duke STEM HS,0,1,0,1
Peachtree ES,5,0,1,6
Pinckneyville MS,1,0,0,1
Puckett's Mill ES,2,0,0,2
Radloff MS,0,1,0,1
Richards MS,0,1,1,2
Rock Springs ES,51,2,0,53
Simonton ES,1,0,0,1
South Gwinnett HS,0,1,0,1
Stripling ES,0,0,1,1
Suwanee ES,1,1,0,2
Sycamore ES,1,0,0,1
Trip ES,1,0,0,1
White Oak ES,1,0,0,1
Winn Holt ES,0,1,0,1
