School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,21,0,4,25
Annistown ES,0,0,1,1
Archer HS,7,0,3,10
Beaver Ridge ES,2,0,0,2
Berkeley Lake ES,1,1,0,2
Berkmar MS,9,0,2,11
Brookwood ES,1,0,0,1
Brookwood HS,10,0,0,10
Central Gwinnett HS,1,0,0,1
Cooper ES,3,0,2,5
Couch MS,1,0,0,1
Crews MS,6,0,0,6
Dacula ES,0,0,1,1
Duluth HS,2,0,0,2
Duluth MS,2,0,0,2
Ferguson ES,0,0,1,1
Five Forks MS,11,1,0,12
Fort Daniel ES,1,0,0,1
Graves ES,0,0,1,1
Grayson HS,5,1,0,6
Gwin Oaks ES,2,0,0,2
"Gwinnett School of Mathematics, Science, and Technology",1,0,0,1
Harris ES,0,1,0,1
Hopkins ES,3,0,0,3
Ivy Creek ES,2,0,0,2
Jenkins ES,1,0,0,1
Jones MS,20,2,0,22
Lanier HS,2,2,1,5
Lanier MS,0,0,1,1
Lilburn MS,0,0,2,2
Lovin ES,1,0,0,1
Mason ES,2,0,0,2
Maxwell HS of Technology,3,0,0,3
McConnell MS,2,0,0,2
McKendree ES,0,1,0,1
Meadowcreek HS,2,0,3,5
Mill Creek HS,8,1,0,9
Minor ES,11,0,0,11
Mountain Park ES,1,0,0,1
Mountain View HS,2,0,1,3
Nesbit ES,0,0,1,1
Norcross ES,3,0,0,3
Norcross HS,3,1,0,4
North Gwinnett HS,2,0,0,2
North Gwinnett MS,26,1,0,27
Northbrook MS,1,0,0,1
Norton ES,1,0,0,1
Osborne MS,2,0,0,2
Parkview HS,2,0,0,2
Parsons ES,0,1,0,1
Partee ES,2,0,0,2
Peachtree Ridge HS,1,1,2,4
Rockbridge ES,1,0,0,1
Rosebud ES,1,0,0,1
Simpson ES,1,0,0,1
Sugar Hill ES,9,0,1,10
Sycamore ES,2,0,0,2
Taylor ES,6,1,0,7
