School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,8,0,3,11
Alford ES,42,1,1,44
Anderson-Livsey ES,1,0,0,1
Annistown ES,3,1,0,4
Arcado ES,19,0,2,21
Archer HS,100,4,9,113
Baggett ES,9,0,0,9
Baldwin ES,9,0,0,9
Bay Creek MS,18,2,2,22
Beaver Ridge ES,31,4,2,37
Benefield ES,12,1,0,13
Berkeley Lake ES,7,0,0,7
Berkmar HS,45,4,4,53
Berkmar MS,17,1,1,19
Bethesda ES,31,1,1,33
Britt ES,6,0,1,7
Brookwood ES,13,1,0,14
Brookwood HS,102,12,2,116
Buice Center,6,0,0,6
Burnette ES,14,1,3,18
Camp Creek ES,32,2,0,34
Cedar Hill ES,25,1,1,27
Centerville ES,8,0,1,9
Central Gwinnett HS,1,2,2,5
Chattahoochee ES,11,0,0,11
Chesney ES,9,1,0,10
Coleman MS,7,1,0,8
Collins Hill HS,50,7,4,61
Cooper ES,38,1,2,41
Corley ES,3,0,0,3
Couch MS,9,0,3,12
Craig ES,14,1,0,15
Creekland MS,13,3,3,19
Crews MS,20,2,0,22
Dacula ES,27,0,8,35
Dacula HS,24,4,3,31
Dacula MS,69,3,3,75
Discovery HS,15,2,0,17
Duluth HS,27,5,6,38
Duluth MS,30,1,4,35
Duncan Creek ES,25,4,0,29
Dyer ES,50,1,6,57
Ferguson ES,27,1,1,29
Five Forks MS,23,2,1,26
Fort Daniel ES,53,5,0,58
Freeman's Mill ES,24,0,2,26
GIVE East,4,1,1,6
GIVE West,1,0,1,2
Grace Snell MS,11,4,3,18
Graves ES,9,3,4,16
Grayson ES,12,1,0,13
Grayson HS,17,1,2,20
Gwin Oaks ES,15,1,0,16
Gwinnett Online Campus,1,0,0,1
"Gwinnett School of Mathematics, Science, and Technology",2,0,0,2
Harbins ES,44,1,2,47
Harmony ES,21,0,2,23
Harris ES,43,3,0,46
Head ES,5,0,0,5
Hopkins ES,12,0,1,13
Hull MS,8,0,1,9
International Transition Center,2,1,0,3
Ivy Creek ES,29,1,5,35
Jackson ES,5,1,1,7
Jenkins ES,17,2,0,19
Jones MS,18,0,0,18
Jordan MS,19,1,4,24
Kanoheda ES,0,0,3,3
Knight ES,22,0,5,27
Lanier HS,105,10,7,122
Lanier MS,44,3,1,48
Lawrenceville ES,8,1,0,9
Level Creek ES,13,1,0,14
Lilburn ES,3,2,0,5
Lilburn MS,22,2,6,30
Lovin ES,35,2,1,38
Magill ES,4,0,0,4
Mason ES,38,4,3,45
Maxwell,2,1,1,4
McClure Health Science HS,4,1,0,5
McConnell MS,20,3,0,23
McKendree ES,1,1,0,2
Meadowcreek ES,0,1,1,2
Meadowcreek HS,27,5,6,38
Mill Creek HS,198,15,0,213
Minor ES,47,1,4,52
Moore MS,7,1,0,8
Mountain Park ES,9,1,0,10
Mountain View HS,51,1,5,57
Mulberry ES,14,0,0,14
Nesbit ES,20,0,1,21
Norcross ES,10,2,1,13
Norcross HS,61,2,2,65
North Gwinnett HS,99,8,12,119
North Gwinnett MS,98,7,9,114
Northbrook MS,4,1,2,7
Norton ES,4,0,1,5
Oakland Meadow School,6,1,0,7
Osborne MS,87,4,1,92
Parkview HS,20,5,7,32
Parsons ES,1,2,0,3
Partee ES,7,1,0,8
Patrick ES,9,3,2,14
Paul Duke STEM HS,2,0,1,3
Peachtree ES,4,0,1,5
Peachtree Ridge HS,14,2,1,17
Pharr ES,25,2,2,29
Phoenix HS,0,0,0,0
Pinckneyville MS,37,1,1,39
Puckett's Mill ES,25,1,2,28
Radloff MS,2,1,0,3
Richards MS,28,0,4,32
Riverside ES,60,1,5,66
Roberts ES,15,1,0,16
Rock Springs ES,9,1,1,11
Rockbridge ES,9,1,1,11
Rosebud ES,42,1,3,46
Shiloh ES,29,2,2,33
Shiloh HS,11,2,2,15
Shiloh MS,39,4,1,44
Simonton ES,33,2,0,35
Simpson ES,29,2,1,32
Snellville MS,47,2,1,50
South Gwinnett HS,35,2,7,44
Starling ES,9,1,2,12
Stripling ES,4,1,4,9
Sugar Hill ES,69,0,7,76
Summerour MS,4,3,0,7
Suwanee ES,7,0,0,7
Sweetwater MS,12,2,0,14
Sycamore ES,11,2,4,17
Taylor ES,10,0,0,10
Trickum MS,27,2,2,31
Trip ES,74,0,2,76
Twin Rivers MS,6,2,1,9
Walnut Grove ES,0,1,0,1
White Oak ES,14,0,2,16
Winn Holt ES,17,0,1,18
Woodward Mill ES,6,0,1,7
