School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,2,0,0,2
Archer HS,0,1,0,1
Baldwin ES,1,0,0,1
Bay Creek MS,1,0,0,1
Britt ES,1,0,0,1
Brookwood HS,4,0,0,4
Burnette ES,1,0,0,1
Camp Creek ES,2,0,0,2
Central Gwinnett HS,0,1,0,1
Chesney ES,1,0,0,1
Collins Hill HS,2,0,0,2
Cooper ES,1,0,0,1
Craig ES,1,0,0,1
Crews MS,1,1,0,2
Dacula ES,14,0,1,15
Dacula HS,0,1,0,1
Dacula MS,40,0,0,40
Duluth HS,7,0,0,7
Duluth MS,12,1,0,13
Duncan Creek ES,1,1,0,2
Dyer ES,11,0,1,12
Five Forks MS,2,0,0,2
Fort Daniel ES,10,2,0,12
Freeman's Mill ES,3,0,0,3
Grace Snell MS,2,0,0,2
Grayson ES,1,0,0,1
Grayson HS,2,0,0,2
Gwin Oaks ES,2,0,0,2
Harbins ES,2,0,0,2
Harmony ES,2,0,0,2
Jones MS,10,0,0,10
Jordan MS,7,1,0,8
Knight ES,0,0,1,1
Lanier HS,4,1,0,5
Lanier MS,2,0,0,2
Lilburn ES,3,1,0,4
Lovin ES,12,1,1,14
Mason ES,12,0,0,12
McClure Health Science HS,2,0,0,2
McConnell MS,10,2,0,12
Meadowcreek ES,0,1,0,1
Mill Creek HS,4,1,0,5
Mountain View HS,4,0,1,5
Mulberry ES,6,0,0,6
Nesbit ES,2,0,0,2
Norcross HS,1,0,0,1
North Gwinnett HS,18,1,0,19
North Gwinnett MS,9,0,2,11
Northbrook MS,1,1,0,2
Oakland Meadow School,1,0,0,1
Osborne MS,6,0,0,6
Parkview HS,0,2,0,2
Patrick ES,5,0,0,5
Radloff MS,1,1,0,2
Riverside ES,38,1,2,41
Roberts ES,1,1,0,2
Rosebud ES,31,1,0,32
Shiloh ES,0,1,0,1
Simonton ES,1,0,0,1
Simpson ES,0,0,1,1
Stripling ES,3,0,1,4
Sugar Hill ES,0,0,1,1
Sycamore ES,1,0,0,1
Taylor ES,5,0,0,5
Trickum MS,3,0,0,3
White Oak ES,1,0,0,1
