School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,4,0,0,4
Alford ES,0,0,0,0
Anderson-Livsey ES,0,0,0,0
Annistown ES,0,0,0,0
Arcado ES,4,1,1,6
Archer HS,8,1,2,11
Baggett ES,1,0,0,1
Baldwin ES,0,0,0,0
Bay Creek MS,11,1,0,12
Beaver Ridge ES,0,0,0,0
Benefield ES,4,1,0,5
Berkeley Lake ES,9,1,0,10
Berkmar HS,0,0,0,0
Berkmar MS,12,0,2,14
Bethesda ES,0,0,0,0
Britt ES,3,0,1,4
Brookwood ES,31,2,0,33
Brookwood HS,11,2,0,13
Buice Center,1,0,0,1
Burnette ES,0,0,0,0
Camp Creek ES,3,0,0,3
Cedar Hill ES,35,1,4,40
Centerville ES,1,0,0,1
Central Gwinnett HS,5,0,0,5
Chattahoochee ES,8,1,1,10
Chesney ES,35,7,3,45
Coleman MS,2,1,0,3
Collins Hill HS,3,0,0,3
Cooper ES,85,5,3,93
Corley ES,1,0,0,1
Couch MS,4,0,0,4
Craig ES,0,0,0,0
Creekland MS,2,0,3,5
Crews MS,4,1,0,5
Dacula ES,14,1,0,15
Dacula HS,0,0,2,2
Dacula MS,3,1,0,4
Discovery HS,0,0,1,1
Duluth HS,12,2,1,15
Duluth MS,7,0,3,10
Duncan Creek ES,17,1,0,18
Dyer ES,1,0,1,2
Ferguson ES,18,0,1,19
Five Forks MS,3,0,0,3
Fort Daniel ES,0,0,0,0
Freeman's Mill ES,3,0,0,3
GIVE East,0,0,1,1
GIVE West,0,0,0,0
Grace Snell MS,2,1,0,3
Graves ES,2,1,0,3
Grayson ES,5,0,1,6
Grayson HS,9,4,0,13
Gwin Oaks ES,10,2,0,12
Gwinnett Online Campus,0,0,0,0
"Gwinnett School of Mathematics, Science, and Technology",1,0,0,1
Harbins ES,34,3,0,37
Harmony ES,1,1,2,4
Harris ES,0,0,0,0
Head ES,0,0,0,0
Hopkins ES,11,1,1,13
Hull MS,1,0,0,1
International Transition Center,7,0,1,8
Ivy Creek ES,1,0,1,2
Jackson ES,2,1,0,3
Jenkins ES,14,2,0,16
Jones MS,3,2,0,5
Jordan MS,0,2,1,3
Kanoheda ES,0,0,0,0
Knight ES,11,1,0,12
Lanier HS,1,0,1,2
Lanier MS,5,1,2,8
Lawrenceville ES,3,0,0,3
Level Creek ES,4,0,0,4
Lilburn ES,1,0,0,1
Lilburn MS,0,0,0,0
Lovin ES,0,0,0,0
Magill ES,37,3,1,41
Mason ES,12,1,0,13
Maxwell,0,0,0,0
McClure Health Science HS,9,0,4,13
McConnell MS,13,2,0,15
McKendree ES,4,1,0,5
Meadowcreek ES,36,2,0,38
Meadowcreek HS,39,1,7,47
Mill Creek HS,13,2,0,15
Minor ES,0,0,0,0
Moore MS,1,0,0,1
Mountain Park ES,3,0,0,3
Mountain View HS,120,12,4,136
Mulberry ES,1,0,1,2
Nesbit ES,0,0,0,0
Norcross ES,0,0,0,0
Norcross HS,3,0,0,3
North Gwinnett HS,1,1,1,3
North Gwinnett MS,1,1,0,2
Northbrook MS,1,0,0,1
Norton ES,1,1,0,2
Oakland Meadow School,1,0,0,1
Osborne MS,4,1,0,5
Parkview HS,11,3,2,16
Parsons ES,1,0,0,1
Partee ES,0,0,0,0
Patrick ES,0,0,0,0
Paul Duke STEM HS,0,0,0,0
Peachtree ES,20,0,5,25
Peachtree Ridge HS,2,1,0,3
Pharr ES,7,0,1,8
Phoenix HS,0,0,0,0
Pinckneyville MS,0,0,1,1
Puckett's Mill ES,3,0,1,4
Radloff MS,2,2,0,4
Richards MS,14,0,8,22
Riverside ES,1,0,0,1
Roberts ES,3,0,0,3
Rock Springs ES,0,0,0,0
Rockbridge ES,22,2,1,25
Rosebud ES,6,0,0,6
Shiloh ES,0,0,0,0
Shiloh HS,2,1,1,4
Shiloh MS,3,1,0,4
Simonton ES,56,2,0,58
Simpson ES,1,0,0,1
Snellville MS,1,0,0,1
South Gwinnett HS,12,0,3,15
Starling ES,2,0,0,2
Stripling ES,1,0,2,3
Sugar Hill ES,14,2,3,19
Summerour MS,0,0,0,0
Suwanee ES,1,0,0,1
Sweetwater MS,5,1,0,6
Sycamore ES,2,0,0,2
Taylor ES,3,0,0,3
Trickum MS,3,2,0,5
Trip ES,5,0,0,5
Twin Rivers MS,61,3,1,65
Walnut Grove ES,0,0,0,0
White Oak ES,0,0,1,1
Winn Holt ES,15,1,4,20
Woodward Mill ES,1,0,0,1
