School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,116,7,18,141
Alford ES,39,1,0,40
Anderson-Livsey ES,0,0,0,0
Annistown ES,1,0,0,1
Arcado ES,25,0,2,27
Archer HS,213,10,17,240
Baggett ES,29,1,2,32
Baldwin ES,4,2,0,6
Bay Creek MS,2,0,0,2
Beaver Ridge ES,5,0,0,5
Benefield ES,20,1,1,22
Berkeley Lake ES,2,3,0,5
Berkmar HS,45,1,1,47
Berkmar MS,12,0,2,14
Bethesda ES,1,0,0,1
Britt ES,5,0,0,5
Brookwood ES,47,2,0,49
Brookwood HS,56,2,1,59
Buice Center,7,1,0,8
Burnette ES,4,0,1,5
Camp Creek ES,20,0,1,21
Cedar Hill ES,24,1,1,26
Centerville ES,0,0,0,0
Central Gwinnett HS,7,1,0,8
Chattahoochee ES,3,0,1,4
Chesney ES,13,1,0,14
Coleman MS,3,0,0,3
Collins Hill HS,13,1,0,14
Cooper ES,7,0,2,9
Corley ES,2,1,0,3
Couch MS,2,0,0,2
Craig ES,3,0,0,3
Creekland MS,6,1,4,11
Crews MS,9,0,0,9
Dacula ES,2,1,7,10
Dacula HS,2,1,1,4
Dacula MS,43,0,1,44
Discovery HS,2,1,0,3
Duluth HS,18,0,4,22
Duluth MS,10,0,11,21
Duncan Creek ES,10,0,0,10
Dyer ES,18,0,8,26
Ferguson ES,34,1,1,36
Five Forks MS,34,3,0,37
Fort Daniel ES,36,1,2,39
Freeman's Mill ES,5,0,0,5
GIVE East,1,0,2,3
GIVE West,2,0,0,2
Grace Snell MS,3,0,2,5
Graves ES,7,0,6,13
Grayson ES,15,0,1,16
Grayson HS,42,9,1,52
Gwin Oaks ES,9,0,2,11
Gwinnett Online Campus,4,0,0,4
"Gwinnett School of Mathematics, Science, and Technology",1,0,0,1
Harbins ES,25,0,1,26
Harmony ES,1,0,2,3
Harris ES,22,3,0,25
Head ES,2,0,0,2
Hopkins ES,7,0,0,7
Hull MS,4,0,0,4
International Transition Center,0,0,1,1
Ivy Creek ES,10,0,3,13
Jackson ES,2,0,0,2
Jenkins ES,3,0,0,3
Jones MS,23,2,0,25
Jordan MS,0,0,1,1
Kanoheda ES,28,0,0,28
Knight ES,25,1,9,35
Lanier HS,116,5,4,125
Lanier MS,18,2,4,24
Lawrenceville ES,23,2,0,25
Level Creek ES,5,0,0,5
Lilburn ES,13,0,1,14
Lilburn MS,4,1,2,7
Lovin ES,43,2,2,47
Magill ES,28,0,0,28
Mason ES,3,0,0,3
Maxwell HS of Technology,15,1,1,17
McClure Health Science HS,2,0,3,5
McConnell MS,27,1,0,28
McKendree ES,61,3,0,64
Meadowcreek ES,5,0,0,5
Meadowcreek HS,20,0,10,30
Mill Creek HS,92,5,1,98
Minor ES,40,1,3,44
Moore MS,0,0,0,0
Mountain Park ES,3,0,0,3
Mountain View HS,76,1,5,82
Mulberry ES,5,0,2,7
Nesbit ES,9,2,0,11
Norcross ES,8,0,3,11
Norcross HS,31,3,2,36
North Gwinnett HS,66,1,3,70
North Gwinnett MS,51,2,1,54
Northbrook MS,7,2,1,10
Norton ES,16,0,0,16
Oakland Meadow School,3,0,0,3
Osborne MS,46,0,2,48
Parkview HS,44,2,9,55
Parsons ES,3,1,0,4
Partee ES,2,0,0,2
Patrick ES,3,1,0,4
Paul Duke STEM HS,0,0,1,1
Peachtree ES,34,1,7,42
Peachtree Ridge HS,10,2,3,15
Pharr ES,6,0,1,7
Phoenix HS,1,0,0,1
Pinckneyville MS,17,0,3,20
Puckett's Mill ES,24,0,2,26
Radloff MS,10,1,0,11
Richards MS,33,2,6,41
Riverside ES,27,1,0,28
Roberts ES,10,2,1,13
Rock Springs ES,0,0,0,0
Rockbridge ES,1,2,1,4
Rosebud ES,8,2,0,10
Shiloh ES,3,1,0,4
Shiloh HS,3,1,0,4
Shiloh MS,15,1,3,19
Simonton ES,1,0,2,3
Simpson ES,7,1,0,8
Snellville MS,23,0,2,25
South Gwinnett HS,12,2,3,17
Starling ES,3,1,0,4
Stripling ES,3,0,1,4
Sugar Hill ES,34,0,6,40
Summerour MS,1,0,0,1
Suwanee ES,0,0,0,0
Sweetwater MS,7,0,1,8
Sycamore ES,19,1,0,20
Taylor ES,21,1,0,22
Trickum MS,22,1,0,23
Trip ES,27,0,0,27
Twin Rivers MS,69,3,0,72
Walnut Grove ES,11,1,1,13
White Oak ES,38,0,3,41
Winn Holt ES,16,0,2,18
Woodward Mill ES,3,0,0,3
