School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,7,0,2,9
Archer HS,45,3,5,53
Baggett ES,8,0,1,9
Baldwin ES,3,2,0,5
Benefield ES,1,0,1,2
Berkeley Lake ES,0,1,0,1
Berkmar HS,4,0,1,5
Berkmar MS,1,0,0,1
Brookwood ES,1,0,0,1
Brookwood HS,32,1,0,33
Buice Center,7,1,0,8
Burnette ES,0,0,1,1
Cedar Hill ES,0,0,1,1
Cooper ES,3,0,0,3
Craig ES,3,0,0,3
Creekland MS,0,0,1,1
Dacula ES,1,1,4,6
Dacula MS,1,0,0,1
Duluth MS,1,0,4,5
Duncan Creek ES,2,0,0,2
Dyer ES,4,0,1,5
Five Forks MS,0,1,0,1
Fort Daniel ES,17,0,0,17
GIVE East,1,0,0,1
Grayson ES,3,0,0,3
Grayson HS,6,2,1,9
Gwin Oaks ES,1,0,0,1
Harris ES,13,1,0,14
Hopkins ES,2,0,0,2
Hull MS,1,0,0,1
Ivy Creek ES,3,0,0,3
Jones MS,1,0,0,1
Lanier HS,35,1,1,37
Lanier MS,0,1,0,1
Lawrenceville ES,2,0,0,2
Lilburn MS,2,1,0,3
Lovin ES,1,0,1,2
Maxwell HS of Technology,1,0,0,1
McClure Health Science HS,1,0,3,4
McConnell MS,2,0,0,2
McKendree ES,27,1,0,28
Meadowcreek HS,2,1,3,6
Mill Creek HS,62,2,1,65
Minor ES,0,0,1,1
Mountain Park ES,1,0,0,1
Mountain View HS,12,0,1,13
Norcross ES,1,0,3,4
Norcross HS,10,0,1,11
North Gwinnett MS,0,0,1,1
Norton ES,2,0,0,2
Oakland Meadow School,2,0,0,2
Osborne MS,6,0,0,6
Parkview HS,17,2,1,20
Peachtree ES,9,0,1,10
Pharr ES,2,0,1,3
Puckett's Mill ES,1,0,0,1
Richards MS,1,0,1,2
Riverside ES,1,0,0,1
Shiloh ES,1,0,0,1
Shiloh HS,0,1,0,1
Snellville MS,23,0,2,25
South Gwinnett HS,2,0,0,2
Sugar Hill ES,2,0,0,2
Summerour MS,1,0,0,1
Sycamore ES,13,1,0,14
Trickum MS,5,0,0,5
Trip ES,1,0,0,1
Walnut Grove ES,1,0,0,1
White Oak ES,1,0,0,1
