School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,1,1,0,2
Alford ES,17,1,2,20
Annistown ES,2,0,0,2
Archer HS,0,1,0,1
Beaver Ridge ES,0,1,0,1
Berkmar MS,11,1,0,12
Bethesda ES,0,1,1,2
Britt ES,0,0,1,1
Brookwood HS,14,5,1,20
Camp Creek ES,1,0,0,1
Centerville ES,1,0,1,2
Chattahoochee ES,3,2,2,7
Coleman MS,2,0,0,2
Collins Hill HS,3,3,0,6
Corley ES,2,0,0,2
Creekland MS,1,2,1,4
Crews MS,14,1,0,15
Dacula ES,0,1,0,1
Dacula HS,4,2,0,6
Dacula MS,6,1,0,7
Discovery HS,3,4,0,7
Duluth HS,15,1,1,17
Duncan Creek ES,3,0,0,3
Five Forks MS,39,3,0,42
Fort Daniel ES,2,1,0,3
Freeman's Mill ES,3,0,0,3
GIVE East,1,0,0,1
Grace Snell MS,0,0,1,1
Grayson ES,4,1,1,6
Grayson HS,7,4,0,11
Gwin Oaks ES,1,1,0,2
Gwinnett Online Campus,1,0,0,1
Harbins ES,1,0,0,1
Hopkins ES,9,0,0,9
Hull MS,0,0,1,1
International Transition Center,1,0,0,1
Jackson ES,1,1,0,2
Jones MS,0,0,2,2
Jordan MS,0,0,1,1
Knight ES,4,1,0,5
Lanier HS,2,1,0,3
Lanier MS,13,1,1,15
Lawrenceville ES,0,1,0,1
Level Creek ES,0,1,0,1
Lilburn ES,6,1,1,8
Magill ES,0,0,1,1
Mason ES,1,0,0,1
McKendree ES,1,0,0,1
Meadowcreek ES,3,1,0,4
Meadowcreek HS,0,1,0,1
Mill Creek HS,22,2,0,24
Minor ES,6,1,0,7
Moore MS,1,2,1,4
Mountain Park ES,0,1,0,1
Nesbit ES,1,0,0,1
Norcross HS,42,1,0,43
North Gwinnett HS,1,0,0,1
North Gwinnett MS,1,1,2,4
Osborne MS,2,0,1,3
Parkview HS,4,0,1,5
Peachtree ES,1,0,0,1
Peachtree Ridge HS,2,1,0,3
Pinckneyville MS,4,0,1,5
Puckett's Mill ES,3,0,2,5
Radloff MS,0,1,2,3
Richards MS,0,3,0,3
Rockbridge ES,0,1,0,1
Rosebud ES,5,1,2,8
Shiloh MS,1,0,0,1
Simonton ES,29,2,0,31
Simpson ES,2,0,0,2
Snellville MS,1,0,0,1
South Gwinnett HS,1,3,0,4
Starling ES,1,0,0,1
Suwanee ES,0,0,1,1
Sweetwater MS,0,2,0,2
Sycamore ES,3,1,1,5
Trickum MS,0,1,0,1
Trip ES,1,0,0,1
Twin Rivers MS,4,2,0,6
Walnut Grove ES,2,0,0,2
White Oak ES,2,0,0,2
Winn Holt ES,8,0,0,8
Woodward Mill ES,2,0,0,2
