School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,1,1,4,6
Alford ES,2,0,0,2
Anderson-Livsey ES,0,0,0,0
Annistown ES,1,0,1,2
Arcado ES,1,0,0,1
Archer HS,28,2,1,31
Baggett ES,0,0,0,0
Baldwin ES,1,0,0,1
Bay Creek MS,0,1,3,4
Beaver Ridge ES,2,0,0,2
Benefield ES,0,0,0,0
Berkeley Lake ES,0,0,0,0
Berkmar HS,0,0,1,1
Berkmar MS,4,0,0,4
Bethesda ES,46,0,6,52
Britt ES,18,1,1,20
Brookwood ES,18,0,0,18
Brookwood HS,68,0,6,74
Buice Center,0,0,1,1
Burnette ES,1,0,4,5
Camp Creek ES,7,0,1,8
Cedar Hill ES,0,0,0,0
Centerville ES,0,0,0,0
Central Gwinnett HS,13,0,1,14
Chattahoochee ES,22,0,3,25
Chesney ES,5,0,1,6
Coleman MS,3,0,0,3
Collins Hill HS,1,0,3,4
Cooper ES,8,0,2,10
Corley ES,3,0,2,5
Couch MS,4,1,0,5
Craig ES,1,0,0,1
Creekland MS,1,0,1,2
Crews MS,1,0,0,1
Dacula ES,18,0,6,24
Dacula HS,1,0,0,1
Dacula MS,0,0,0,0
Discovery HS,4,1,2,7
Duluth HS,8,2,3,13
Duluth MS,2,0,3,5
Duncan Creek ES,3,0,1,4
Dyer ES,9,0,6,15
Ferguson ES,8,0,1,9
Five Forks MS,2,0,0,2
Fort Daniel ES,8,0,0,8
Freeman's Mill ES,6,1,0,7
GIVE East,0,0,1,1
GIVE West,0,0,0,0
Grace Snell MS,1,0,0,1
Graves ES,0,0,1,1
Grayson ES,4,0,0,4
Grayson HS,25,5,1,31
Gwin Oaks ES,6,0,0,6
Gwinnett Online Campus,0,0,0,0
"Gwinnett School of Mathematics, Science, and Technology",1,0,0,1
Harbins ES,15,0,2,17
Harmony ES,2,0,0,2
Harris ES,32,0,3,35
Head ES,0,0,0,0
Hopkins ES,3,0,3,6
Hull MS,23,0,0,23
International Transition Center,0,0,0,0
Ivy Creek ES,2,0,0,2
Jackson ES,5,1,0,6
Jenkins ES,3,0,0,3
Jones MS,16,0,1,17
Jordan MS,2,1,1,4
Kanoheda ES,2,0,0,2
Knight ES,9,0,5,14
Lanier HS,5,1,1,7
Lanier MS,3,0,0,3
Lawrenceville ES,0,0,0,0
Level Creek ES,3,0,0,3
Lilburn ES,0,0,1,1
Lilburn MS,0,0,2,2
Lovin ES,11,0,2,13
Magill ES,2,0,0,2
Mason ES,1,0,1,2
Maxwell HS of Technology,0,0,0,0
McClure Health Science HS,1,0,1,2
McConnell MS,22,0,3,25
McKendree ES,1,0,1,2
Meadowcreek ES,18,0,1,19
Meadowcreek HS,6,0,6,12
Mill Creek HS,122,2,5,129
Minor ES,5,0,0,5
Moore MS,1,0,1,2
Mountain Park ES,5,0,0,5
Mountain View HS,19,3,1,23
Mulberry ES,7,0,0,7
Nesbit ES,0,0,0,0
Norcross ES,7,0,3,10
Norcross HS,12,0,3,15
North Gwinnett HS,71,4,4,79
North Gwinnett MS,5,0,0,5
Northbrook MS,5,0,5,10
Norton ES,29,2,0,31
Oakland Meadow School,3,0,1,4
Osborne MS,54,1,3,58
Parkview HS,6,2,3,11
Parsons ES,0,0,0,0
Partee ES,0,0,0,0
Patrick ES,0,0,0,0
Paul Duke STEM HS,1,0,1,2
Peachtree ES,9,0,5,14
Peachtree Ridge HS,10,1,3,14
Pharr ES,0,0,0,0
Phoenix HS,0,0,0,0
Pinckneyville MS,1,1,0,2
Puckett's Mill ES,5,1,0,6
Radloff MS,12,1,3,16
Richards MS,4,0,4,8
Riverside ES,4,0,6,10
Roberts ES,5,1,0,6
Rock Springs ES,1,1,0,2
Rockbridge ES,0,0,0,0
Rosebud ES,0,0,0,0
Shiloh ES,5,1,0,6
Shiloh HS,4,0,1,5
Shiloh MS,0,0,1,1
Simonton ES,0,0,0,0
Simpson ES,3,0,0,3
Snellville MS,0,0,0,0
South Gwinnett HS,15,1,1,17
Starling ES,1,0,3,4
Stripling ES,0,0,0,0
Sugar Hill ES,6,0,0,6
Summerour MS,4,1,5,10
Suwanee ES,3,0,0,3
Sweetwater MS,0,0,3,3
Sycamore ES,2,0,1,3
Taylor ES,2,0,1,3
Trickum MS,10,0,1,11
Trip ES,24,0,1,25
Twin Rivers MS,26,1,1,28
Walnut Grove ES,0,0,1,1
White Oak ES,19,0,0,19
Winn Holt ES,6,0,0,6
Woodward Mill ES,3,0,1,4
