School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,5,0,0,5
Alford ES,1,0,2,3
Anderson-Livsey ES,0,1,0,1
Annistown ES,6,2,0,8
Arcado ES,2,0,1,3
Archer HS,8,3,3,14
Baggett ES,34,1,7,42
Baldwin ES,0,0,0,0
Bay Creek MS,7,1,3,11
Beaver Ridge ES,1,0,0,1
Benefield ES,4,0,2,6
Berkeley Lake ES,1,2,0,3
Berkmar HS,2,1,0,3
Berkmar MS,0,0,2,2
Bethesda ES,1,1,0,2
Britt ES,5,0,1,6
Brookwood ES,2,0,0,2
Brookwood HS,21,6,1,28
Buice Center,6,5,6,17
Burnette ES,8,0,7,15
Camp Creek ES,14,0,1,15
Cedar Hill ES,5,0,2,7
Centerville ES,0,1,0,1
Central Gwinnett HS,1,1,0,2
Chattahoochee ES,2,0,0,2
Chesney ES,17,1,0,18
Coleman MS,2,0,0,2
Collins Hill HS,2,1,1,4
Cooper ES,23,5,4,32
Corley ES,3,0,2,5
Couch MS,1,1,0,2
Craig ES,2,0,0,2
Creekland MS,4,3,1,8
Crews MS,9,0,0,9
Dacula ES,2,0,3,5
Dacula HS,5,2,0,7
Dacula MS,22,2,0,24
Discovery HS,16,6,0,22
Duluth HS,1,5,0,6
Duluth MS,11,1,6,18
Duncan Creek ES,21,1,0,22
Dyer ES,9,0,3,12
Ferguson ES,13,0,2,15
Five Forks MS,21,3,0,24
Fort Daniel ES,2,0,0,2
Freeman's Mill ES,10,1,3,14
GIVE East,1,0,0,1
GIVE West,1,1,1,3
Grace Snell MS,3,1,0,4
Graves ES,1,1,0,2
Grayson ES,6,1,0,7
Grayson HS,9,4,0,13
Gwin Oaks ES,2,1,0,3
Gwinnett Online Campus,1,1,0,2
"Gwinnett School of Mathematics, Science, and Technology",2,1,0,3
Harbins ES,14,0,1,15
Harmony ES,3,0,0,3
Harris ES,5,1,1,7
Head ES,0,0,0,0
Hopkins ES,9,1,1,11
Hull MS,4,3,0,7
International Transition Center,5,0,1,6
Ivy Creek ES,13,0,0,13
Jackson ES,13,2,0,15
Jenkins ES,16,4,0,20
Jones MS,5,0,0,5
Jordan MS,5,1,1,7
Kanoheda ES,0,0,0,0
Knight ES,3,1,1,5
Lanier HS,14,0,9,23
Lanier MS,7,1,2,10
Lawrenceville ES,3,1,0,4
Level Creek ES,1,0,0,1
Lilburn ES,0,0,0,0
Lilburn MS,2,0,1,3
Lovin ES,1,0,0,1
Magill ES,3,0,1,4
Mason ES,1,2,4,7
Maxwell,0,0,0,0
McClure Health Science HS,4,0,2,6
McConnell MS,12,2,0,14
McKendree ES,7,0,0,7
Meadowcreek ES,2,2,0,4
Meadowcreek HS,13,3,7,23
Mill Creek HS,9,2,0,11
Minor ES,5,1,2,8
Moore MS,2,0,1,3
Mountain Park ES,1,1,0,2
Mountain View HS,12,1,0,13
Mulberry ES,0,0,0,0
Nesbit ES,0,0,0,0
Norcross ES,1,0,0,1
Norcross HS,12,2,3,17
North Gwinnett HS,6,3,0,9
North Gwinnett MS,22,2,0,24
Northbrook MS,2,0,0,2
Norton ES,0,0,0,0
Oakland Meadow School,3,0,2,5
Osborne MS,44,2,1,47
Parkview HS,8,2,5,15
Parsons ES,3,1,0,4
Partee ES,1,0,0,1
Patrick ES,16,1,1,18
Paul Duke STEM HS,0,0,0,0
Peachtree ES,2,0,2,4
Peachtree Ridge HS,3,5,2,10
Pharr ES,2,0,0,2
Phoenix HS,0,0,0,0
Pinckneyville MS,1,2,3,6
Puckett's Mill ES,11,1,3,15
Radloff MS,1,0,0,1
Richards MS,16,3,5,24
Riverside ES,1,0,0,1
Roberts ES,0,0,0,0
Rock Springs ES,1,0,0,1
Rockbridge ES,17,0,2,19
Rosebud ES,14,0,2,16
Shiloh ES,0,0,0,0
Shiloh HS,1,1,0,2
Shiloh MS,20,1,2,23
Simonton ES,5,0,1,6
Simpson ES,1,1,0,2
Snellville MS,2,0,2,4
South Gwinnett HS,5,0,1,6
Starling ES,1,0,2,3
Stripling ES,0,0,1,1
Sugar Hill ES,13,0,2,15
Summerour MS,5,1,0,6
Suwanee ES,0,0,0,0
Sweetwater MS,0,0,0,0
Sycamore ES,1,0,0,1
Taylor ES,12,0,0,12
Trickum MS,11,5,0,16
Trip ES,6,2,0,8
Twin Rivers MS,6,2,0,8
Walnut Grove ES,0,0,0,0
White Oak ES,13,0,1,14
Winn Holt ES,12,1,1,14
Woodward Mill ES,3,0,0,3
