School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,2,0,0,2
Annistown ES,6,1,0,7
Arcado ES,1,0,0,1
Archer HS,1,0,0,1
Baldwin ES,1,0,0,1
Bay Creek MS,1,0,1,2
Benefield ES,1,1,0,2
Berkmar HS,0,2,0,2
Berkmar MS,2,0,0,2
Bethesda ES,2,1,0,3
Britt ES,0,1,0,1
Brookwood ES,0,1,0,1
Brookwood HS,3,1,2,6
Buice Center,1,0,0,1
Camp Creek ES,3,0,0,3
Cedar Hill ES,4,1,0,5
Centerville ES,1,0,0,1
Chattahoochee ES,5,1,0,6
Coleman MS,4,1,0,5
Collins Hill HS,3,0,0,3
Cooper ES,5,0,0,5
Norcross HS,15,1,1,17
North Gwinnett HS,3,3,0,6
North Gwinnett MS,4,0,2,6
Northbrook MS,1,2,1,4
Oakland Meadow School,0,0,1,1
Osborne MS,1,0,0,1
Parkview HS,1,0,0,1
Parsons ES,2,1,0,3
Partee ES,1,1,0,2
Patrick ES,2,0,0,2
Peachtree ES,2,1,0,3
Peachtree Ridge HS,0,2,0,2
Phoenix HS,2,0,0,2
Pinckneyville MS,1,0,0,1
Puckett's Mill ES,2,0,0,2
Richards MS,2,1,0,3
Roberts ES,24,0,0,24
Rockbridge ES,4,1,0,5
Shiloh ES,1,0,0,1
Shiloh HS,1,1,0,2
Shiloh MS,0,0,1,1
Simonton ES,1,1,0,2
Simpson ES,2,0,0,2
South Gwinnett HS,3,1,0,4
Stripling ES,0,1,1,2
Sugar Hill ES,1,0,1,2
Suwanee ES,3,0,0,3
Sweetwater MS,1,3,0,4
Sycamore ES,2,3,0,5
Taylor ES,1,0,0,1
Trickum MS,1,2,0,3
Trip ES,11,2,1,14
Twin Rivers MS,5,2,0,7
Walnut Grove ES,1,0,0,1
White Oak ES,2,0,0,2
Winn Holt ES,3,0,0,3
