School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,14,1,1,16
Alford ES,0,0,1,1
Anderson-Livsey ES,1,0,0,1
Arcado ES,0,0,1,1
Archer HS,13,0,2,15
Baggett ES,8,0,1,9
Baldwin ES,2,1,0,3
Beaver Ridge ES,1,1,0,2
Berkmar MS,2,1,1,4
Britt ES,1,0,0,1
Brookwood ES,5,0,0,5
Brookwood HS,2,3,1,6
Burnette ES,1,0,1,2
Camp Creek ES,16,0,1,17
Cedar Hill ES,10,0,1,11
Centerville ES,13,1,0,14
Central Gwinnett HS,5,1,0,6
Chesney ES,1,0,0,1
Collins Hill HS,2,0,0,2
Cooper ES,1,0,1,2
Couch MS,2,0,0,2
Craig ES,4,1,0,5
Creekland MS,4,0,2,6
Crews MS,2,1,0,3
Dacula ES,2,0,0,2
Dacula HS,8,3,2,13
Dacula MS,27,3,2,32
Discovery HS,3,0,1,4
Duluth HS,5,0,0,5
Duluth MS,1,0,0,1
Dyer ES,21,1,2,24
Ferguson ES,1,0,2,3
Five Forks MS,2,0,0,2
Fort Daniel ES,1,0,0,1
Freeman's Mill ES,3,0,1,4
GIVE West,2,0,1,3
Grace Snell MS,0,0,1,1
Graves ES,0,0,1,1
Grayson ES,1,0,0,1
Grayson HS,1,0,0,1
Gwinnett Online Campus,5,3,1,9
Harbins ES,1,0,0,1
Harris ES,1,0,0,1
Head ES,2,0,0,2
Hopkins ES,0,0,1,1
Ivy Creek ES,0,1,0,1
Jackson ES,3,0,0,3
Jenkins ES,0,1,0,1
Jordan MS,9,1,1,11
Kanoheda ES,7,1,0,8
Lanier HS,2,1,1,4
Lanier MS,3,1,0,4
Level Creek ES,3,0,0,3
Magill ES,49,1,1,51
Mason ES,1,0,0,1
McClure Health Science HS,0,0,1,1
McConnell MS,14,1,0,15
McKendree ES,1,0,0,1
Meadowcreek ES,1,0,0,1
Meadowcreek HS,2,0,2,4
Mill Creek HS,20,2,0,22
Minor ES,1,0,0,1
Mountain View HS,2,1,1,4
Mulberry ES,4,0,1,5
Nesbit ES,1,0,0,1
Norcross ES,0,0,1,1
Norcross HS,5,1,2,8
North Gwinnett HS,16,2,3,21
North Gwinnett MS,1,0,0,1
Northbrook MS,1,0,0,1
Norton ES,1,0,0,1
Osborne MS,1,0,0,1
Parkview HS,9,1,2,12
Partee ES,0,1,0,1
Patrick ES,4,0,0,4
Paul Duke STEM HS,1,0,0,1
Peachtree ES,2,0,1,3
Peachtree Ridge HS,1,0,2,3
Pharr ES,2,1,0,3
Pinckneyville MS,2,0,0,2
Puckett's Mill ES,3,0,0,3
Richards MS,1,1,0,2
Riverside ES,1,0,0,1
Roberts ES,5,0,0,5
Rock Springs ES,1,0,0,1
Rockbridge ES,4,0,2,6
Rosebud ES,19,0,1,20
Shiloh HS,3,0,2,5
Shiloh MS,1,0,0,1
South Gwinnett HS,2,0,1,3
Starling ES,3,0,0,3
Sugar Hill ES,1,1,1,3
Summerour MS,1,1,0,2
Sweetwater MS,2,1,0,3
Trickum MS,4,1,0,5
Trip ES,3,0,0,3
Twin Rivers MS,18,3,1,22
Winn Holt ES,3,0,0,3
