School,Close Contact,Positive Case,Suspected Case,Total
Archer HS,10,2,0,12
Baggett ES,3,1,0,4
Bay Creek MS,1,0,0,1
Beaver Ridge ES,1,0,0,1
Berkmar MS,0,0,1,1
Buice Center,5,2,0,7
Camp Creek ES,1,0,0,1
Cooper ES,14,3,3,20
Couch MS,0,1,0,1
Crews MS,26,1,0,27
Duluth MS,15,0,4,19
Duncan Creek ES,12,2,0,14
Dyer ES,1,0,0,1
Ferguson ES,20,0,0,20
Fort Daniel ES,5,0,1,6
GIVE East,1,0,0,1
Gwinnett Online Campus,1,0,0,1
International Transition Center,0,1,0,1
Kanoheda ES,1,0,0,1
McConnell MS,5,1,0,6
Meadowcreek HS,0,0,1,1
Mill Creek HS,35,2,0,37
Mountain Park ES,0,1,0,1
Norcross HS,9,1,0,10
North Gwinnett HS,4,2,0,6
Norton ES,0,0,1,1
Osborne MS,1,0,0,1
Parkview HS,0,1,0,1
Patrick ES,2,0,0,2
Paul Duke STEM HS,3,0,0,3
Peachtree ES,0,0,1,1
Peachtree Ridge HS,1,0,0,1
Phoenix HS,1,1,0,2
Richards MS,0,0,1,1
Rockbridge ES,4,0,1,5
Rosebud ES,2,0,0,2
Simonton ES,1,1,0,2
Stripling ES,1,1,0,2
Sugar Hill ES,0,0,1,1
Suwanee ES,0,1,0,1
Trickum MS,1,0,0,1
Trip ES,0,1,0,1
Twin Rivers MS,1,0,0,1
Walnut Grove ES,5,1,0,6
White Oak ES,1,0,0,1
Winn Holt ES,11,2,0,13
