School,Close Contact,Positive Case,Suspected Case,Total
Arcado ES,1,1,0,2
Benefield ES,0,1,0,1
Berkeley Lake ES,1,3,0,4
Berkmar HS,3,1,1,5
Cedar Hill ES,1,2,0,3
Centerville ES,2,0,0,2
Chattahoochee ES,12,2,0,14
Couch MS,0,1,0,1
Craig ES,9,2,0,11
Duluth HS,63,7,1,71
Ferguson ES,15,1,1,17
Five Forks MS,1,1,3,5
Graves ES,4,2,0,6
Grayson HS,0,2,0,2
"Gwinnett School of Mathematics, Science, and Technology",2,0,0,2
Jackson ES,1,0,0,1
Jenkins ES,15,1,0,16
Jones MS,2,0,0,2
Knight ES,2,1,0,3
Level Creek ES,10,0,0,10
Mason ES,0,0,1,1
McConnell MS,1,0,0,1
Mill Creek HS,60,3,0,63
Minor ES,0,0,1,1
North Gwinnett HS,3,1,1,5
Oakland Meadow School,1,0,0,1
Osborne MS,5,0,0,5
Parkview HS,0,1,0,1
Partee ES,0,1,0,1
Peachtree Ridge HS,1,1,1,3
Puckett's Mill ES,4,3,0,7
Richards MS,1,0,0,1
Rockbridge ES,13,1,0,14
Starling ES,1,0,0,1
Suwanee ES,3,1,0,4
Taylor ES,5,1,0,6
