School,Close Contact,Positive Case,Suspected Case,Total
Archer HS,1,0,0,1
Berkmar HS,0,0,1,1
Buice Center,6,0,5,11
Cooper ES,1,0,0,1
Dacula ES,1,0,0,1
Dacula HS,1,0,0,1
Duluth HS,0,0,1,1
Duluth MS,1,0,0,1
Duncan Creek ES,1,0,0,1
Dyer ES,5,0,1,6
Fort Daniel ES,1,0,0,1
Freeman's Mill ES,1,0,1,2
Harbins ES,1,0,0,1
Hull MS,1,0,0,1
Ivy Creek ES,0,0,1,1
Jones MS,1,0,0,1
Lawrenceville ES,5,0,1,6
Lilburn MS,8,0,6,14
McConnell MS,0,0,1,1
Meadowcreek HS,0,0,2,2
Mountain View HS,5,0,1,6
Norcross ES,1,0,0,1
North Gwinnett MS,1,0,0,1
Oakland Meadow School,0,0,1,1
Osborne MS,2,0,0,2
Puckett's Mill ES,0,0,1,1
Radloff MS,1,0,0,1
Richards MS,7,0,3,10
Riverside ES,1,0,0,1
Roberts ES,0,1,0,1
South Gwinnett HS,2,0,1,3
Taylor ES,0,0,1,1
Twin Rivers MS,26,0,2,28
Winn Holt ES,0,0,1,1
Woodward Mill ES,1,0,0,1
