School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,1,0,0,1
Alford ES,0,0,1,1
Annistown ES,1,0,0,1
Archer HS,22,3,3,28
Baldwin ES,0,1,0,1
Bay Creek MS,1,2,0,3
Beaver Ridge ES,4,1,0,5
Berkmar MS,1,0,1,2
Bethesda ES,13,0,1,14
Brookwood ES,5,0,0,5
Brookwood HS,2,2,0,4
Buice Center,0,0,1,1
Burnette ES,0,0,1,1
Camp Creek ES,31,0,2,33
Cedar Hill ES,8,0,3,11
Chesney ES,8,1,0,9
Couch MS,1,0,0,1
Creekland MS,0,1,0,1
Crews MS,19,1,0,20
Dacula ES,3,0,2,5
Dacula HS,2,1,1,4
Dacula MS,17,1,1,19
Discovery HS,4,2,0,6
Duluth HS,18,0,4,22
Duluth MS,10,3,1,14
Duncan Creek ES,1,0,0,1
Dyer ES,6,1,1,8
Ferguson ES,29,0,0,29
Five Forks MS,10,1,0,11
GIVE West,0,0,1,1
Grace Snell MS,1,0,0,1
Grayson ES,1,0,0,1
Grayson HS,2,0,0,2
Gwin Oaks ES,1,1,0,2
Gwinnett Online Campus,0,2,0,2
Harbins ES,4,0,1,5
Harris ES,0,0,1,1
Ivy Creek ES,7,1,0,8
Knight ES,1,0,1,2
Lanier HS,1,0,1,2
Level Creek ES,2,0,0,2
Lilburn MS,1,0,1,2
Magill ES,24,2,1,27
McClure Health Science HS,1,0,1,2
McConnell MS,2,0,1,3
McKendree ES,25,2,0,27
Meadowcreek HS,1,0,0,1
Mill Creek HS,19,2,0,21
Mountain Park ES,1,1,0,2
Mountain View HS,1,1,0,2
Norcross ES,12,0,1,13
Norcross HS,17,3,0,20
North Gwinnett HS,16,1,0,17
Osborne MS,4,0,0,4
Parkview HS,2,0,3,5
Partee ES,1,0,1,2
Patrick ES,1,0,1,2
Paul Duke STEM HS,8,2,0,10
Peachtree ES,6,0,2,8
Pharr ES,2,0,0,2
Pinckneyville MS,9,0,2,11
Puckett's Mill ES,13,1,0,14
Radloff MS,3,0,0,3
Riverside ES,3,0,1,4
Rockbridge ES,0,0,1,1
Rosebud ES,0,0,1,1
Shiloh MS,11,0,1,12
Simpson ES,14,1,0,15
Snellville MS,0,0,1,1
South Gwinnett HS,3,2,2,7
Summerour MS,19,1,2,22
Sweetwater MS,1,0,0,1
Trickum MS,2,0,0,2
Trip ES,1,0,3,4
Twin Rivers MS,27,2,1,30
Winn Holt ES,3,0,0,3
