School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,1,0,0,1
Alford ES,0,0,0,0
Anderson-Livsey ES,0,1,0,1
Annistown ES,2,0,0,2
Arcado ES,20,1,0,21
Archer HS,66,7,12,85
Baggett ES,22,3,6,31
Baldwin ES,0,1,1,2
Bay Creek MS,29,2,0,31
Beaver Ridge ES,3,0,0,3
Benefield ES,11,1,6,18
Berkeley Lake ES,0,0,0,0
Berkmar HS,1,0,0,1
Berkmar MS,9,1,2,12
Bethesda ES,28,0,1,29
Britt ES,5,0,0,5
Brookwood ES,17,2,0,19
Brookwood HS,6,2,0,8
Buice Center,12,10,2,24
Burnette ES,0,0,4,4
Camp Creek ES,42,0,2,44
Cedar Hill ES,39,2,3,44
Centerville ES,0,0,0,0
Central Gwinnett HS,0,0,0,0
Chattahoochee ES,2,0,1,3
Chesney ES,1,0,0,1
Coleman MS,1,0,0,1
Collins Hill HS,3,3,1,7
Cooper ES,67,5,9,81
Corley ES,3,0,0,3
Couch MS,0,1,0,1
Craig ES,5,1,0,6
Creekland MS,12,1,1,14
Crews MS,50,4,0,54
Dacula ES,7,0,5,12
Dacula HS,10,2,0,12
Dacula MS,37,2,0,39
Discovery HS,2,1,0,3
Duluth HS,14,0,1,15
Duluth MS,20,0,11,31
Duncan Creek ES,29,4,0,33
Dyer ES,6,0,1,7
Ferguson ES,53,1,3,57
Five Forks MS,11,1,0,12
Fort Daniel ES,6,0,2,8
Freeman's Mill ES,3,1,0,4
GIVE East,6,1,0,7
GIVE West,1,0,1,2
Grace Snell MS,0,1,0,1
Graves ES,0,0,0,0
Grayson ES,4,0,1,5
Grayson HS,3,0,0,3
Gwin Oaks ES,9,0,0,9
Gwinnett Online Campus,1,0,0,1
"Gwinnett School of Mathematics, Science, and Technology",2,1,0,3
Harbins ES,6,5,0,11
Harmony ES,0,0,0,0
Harris ES,0,0,0,0
Head ES,0,0,0,0
Hopkins ES,11,0,1,12
Hull MS,0,0,1,1
International Transition Center,0,1,0,1
Ivy Creek ES,8,0,0,8
Jackson ES,15,3,0,18
Jenkins ES,4,1,0,5
Jones MS,3,0,0,3
Jordan MS,0,1,0,1
Kanoheda ES,1,0,0,1
Knight ES,10,0,4,14
Lanier HS,7,1,2,10
Lanier MS,8,1,1,10
Lawrenceville ES,0,1,0,1
Level Creek ES,1,0,0,1
Lilburn ES,0,0,0,0
Lilburn MS,1,0,10,11
Lovin ES,8,2,0,10
Magill ES,31,0,2,33
Mason ES,1,1,3,5
Maxwell,1,0,0,1
McClure Health Science HS,0,0,2,2
McConnell MS,53,8,1,62
McKendree ES,23,1,0,24
Meadowcreek ES,0,5,2,7
Meadowcreek HS,15,1,9,25
Mill Creek HS,120,8,2,130
Minor ES,21,1,1,23
Moore MS,5,1,1,7
Mountain Park ES,0,1,0,1
Mountain View HS,45,0,4,49
Mulberry ES,8,0,3,11
Nesbit ES,4,2,1,7
Norcross ES,3,1,2,6
Norcross HS,17,4,0,21
North Gwinnett HS,6,1,0,7
North Gwinnett MS,37,3,1,41
Northbrook MS,30,1,2,33
Norton ES,2,0,1,3
Oakland Meadow School,0,0,0,0
Osborne MS,26,1,0,27
Parkview HS,21,7,11,39
Parsons ES,2,1,0,3
Partee ES,2,0,0,2
Patrick ES,3,0,0,3
Paul Duke STEM HS,3,0,0,3
Peachtree ES,32,0,6,38
Peachtree Ridge HS,2,0,1,3
Pharr ES,5,0,2,7
Phoenix HS,2,1,0,3
Pinckneyville MS,9,0,1,10
Puckett's Mill ES,18,2,2,22
Radloff MS,1,1,0,2
Richards MS,17,1,6,24
Riverside ES,0,0,0,0
Roberts ES,6,1,0,7
Rock Springs ES,0,0,0,0
Rockbridge ES,9,0,2,11
Rosebud ES,5,0,0,5
Shiloh ES,0,0,0,0
Shiloh HS,3,1,0,4
Shiloh MS,10,1,2,13
Simonton ES,52,4,1,57
Simpson ES,10,2,0,12
Snellville MS,0,0,0,0
South Gwinnett HS,32,0,2,34
Starling ES,8,1,3,12
Stripling ES,1,1,1,3
Sugar Hill ES,4,1,1,6
Summerour MS,2,0,0,2
Suwanee ES,0,1,0,1
Sweetwater MS,3,1,2,6
Sycamore ES,4,0,1,5
Taylor ES,11,6,0,17
Trickum MS,12,1,0,13
Trip ES,55,4,2,61
Twin Rivers MS,61,3,2,66
Walnut Grove ES,20,1,0,21
White Oak ES,4,1,1,6
Winn Holt ES,18,3,3,24
Woodward Mill ES,12,3,2,17
