School,Close Contact,Positive Case,Suspected Case,Total
Archer HS,20,1,4,25
Baggett ES,3,1,0,4
Bay Creek MS,3,0,0,3
Benefield ES,0,0,3,3
Brookwood ES,1,1,0,2
Brookwood HS,1,1,0,2
Buice Center,0,1,0,1
Burnette ES,0,0,3,3
Camp Creek ES,1,0,0,1
Cedar Hill ES,8,1,1,10
Collins Hill HS,0,1,0,1
Craig ES,4,1,0,5
Creekland MS,2,0,0,2
Crews MS,12,1,0,13
Dacula ES,1,0,1,2
Dacula HS,7,2,0,9
Duluth MS,4,0,2,6
Duncan Creek ES,4,1,0,5
Ferguson ES,2,0,0,2
GIVE West,1,0,1,2
Grayson ES,1,0,0,1
Grayson HS,2,0,0,2
Gwin Oaks ES,3,0,0,3
"Gwinnett School of Mathematics, Science, and Technology",0,1,0,1
Harbins ES,1,0,0,1
Hull MS,1,0,0,1
Ivy Creek ES,3,0,0,3
Jackson ES,3,0,0,3
Knight ES,5,0,4,9
Lanier HS,1,0,0,1
Lanier MS,0,1,0,1
Lilburn MS,0,0,1,1
Lovin ES,3,0,0,3
Magill ES,14,0,1,15
McKendree ES,22,1,0,23
Meadowcreek HS,3,0,3,6
Mill Creek HS,29,4,1,34
Minor ES,2,0,0,2
Moore MS,2,1,0,3
Mountain View HS,1,0,0,1
Mulberry ES,5,0,1,6
Norcross ES,0,0,1,1
Norcross HS,2,0,0,2
North Gwinnett HS,1,0,0,1
North Gwinnett MS,13,1,0,14
Northbrook MS,13,1,0,14
Norton ES,2,0,0,2
Osborne MS,1,0,0,1
Parkview HS,6,1,3,10
Parsons ES,1,0,0,1
Peachtree ES,7,0,0,7
Richards MS,1,0,0,1
Roberts ES,4,1,0,5
Rockbridge ES,4,0,0,4
Shiloh HS,1,0,0,1
Simpson ES,10,1,0,11
Starling ES,3,0,1,4
Sugar Hill ES,1,1,0,2
Sweetwater MS,1,0,0,1
Taylor ES,0,1,0,1
Trickum MS,1,0,0,1
Trip ES,3,1,0,4
Winn Holt ES,3,1,2,6
Woodward Mill ES,0,0,1,1
