School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,6,1,1,8
Alford ES,4,1,0,5
Anderson-Livsey ES,1,1,0,2
Annistown ES,2,2,0,4
Arcado ES,1,4,1,6
Archer HS,90,14,12,116
Baggett ES,10,1,0,11
Baldwin ES,11,1,1,13
Bay Creek MS,13,5,2,20
Beaver Ridge ES,15,3,2,20
Benefield ES,9,0,0,9
Berkeley Lake ES,0,2,0,2
Berkmar HS,19,2,1,22
Berkmar MS,6,5,1,12
Bethesda ES,26,3,2,31
Britt ES,1,0,0,1
Brookwood ES,25,5,0,30
Brookwood HS,0,0,0,0
Buice Center,2,3,0,5
Burnette ES,12,0,3,15
Camp Creek ES,34,5,0,39
Cedar Hill ES,27,2,2,31
Centerville ES,2,0,2,4
Central Gwinnett HS,0,0,0,0
Chattahoochee ES,6,3,0,9
Chesney ES,9,2,0,11
Coleman MS,6,3,0,9
Collins Hill HS,6,8,3,17
Cooper ES,51,6,2,59
Corley ES,0,0,0,0
Couch MS,9,2,4,15
Craig ES,9,2,2,13
Creekland MS,0,0,0,0
Crews MS,17,1,0,18
Dacula ES,30,2,5,37
Dacula HS,10,2,3,15
Dacula MS,87,6,3,96
Discovery HS,16,7,0,23
Duluth HS,32,6,6,44
Duluth MS,23,3,4,30
Duncan Creek ES,28,5,1,34
Dyer ES,59,3,6,68
Ferguson ES,2,2,1,5
Five Forks MS,22,1,0,23
Fort Daniel ES,28,3,0,31
Freeman's Mill ES,20,0,2,22
GIVE East,2,1,0,3
GIVE West,1,1,1,3
Grace Snell MS,9,0,0,9
Graves ES,0,3,0,3
Grayson ES,0,0,0,0
Grayson HS,23,12,3,38
Gwin Oaks ES,0,0,0,0
Gwinnett Online Campus,1,0,0,1
"Gwinnett School of Mathematics, Science, and Technology",3,2,0,5
Harbins ES,48,11,2,61
Harmony ES,0,0,0,0
Harris ES,34,4,0,38
Head ES,5,0,1,6
Hopkins ES,11,0,0,11
Hull MS,7,0,0,7
International Transition Center,2,0,0,2
Ivy Creek ES,10,2,0,12
Jackson ES,4,0,0,4
Jenkins ES,0,0,0,0
Jones MS,11,2,0,13
Jordan MS,17,2,4,23
Kanoheda ES,5,1,3,9
Knight ES,23,0,5,28
Lanier HS,81,5,5,91
Lanier MS,44,6,2,52
Lawrenceville ES,2,0,0,2
Level Creek ES,10,2,0,12
Lilburn ES,3,3,1,7
Lilburn MS,15,1,6,22
Lovin ES,1,0,0,1
Magill ES,1,1,0,2
Mason ES,13,2,1,16
Maxwell,1,0,0,1
McClure Health Science HS,2,1,1,4
McConnell MS,20,2,0,22
McKendree ES,7,3,0,10
Meadowcreek ES,0,2,0,2
Meadowcreek HS,25,3,6,34
Mill Creek HS,187,14,1,202
Minor ES,4,1,2,7
Moore MS,1,0,0,1
Mountain Park ES,0,0,0,0
Mountain View HS,10,11,2,23
Mulberry ES,0,0,0,0
Nesbit ES,15,2,5,22
Norcross ES,0,1,0,1
Norcross HS,43,5,2,50
North Gwinnett HS,51,6,7,64
North Gwinnett MS,112,12,10,134
Northbrook MS,4,1,2,7
Norton ES,3,7,0,10
Oakland Meadow School,1,1,1,3
Osborne MS,85,5,1,91
Parkview HS,3,6,0,9
Parsons ES,4,1,0,5
Partee ES,7,2,0,9
Patrick ES,7,1,2,10
Paul Duke STEM HS,4,3,0,7
Peachtree ES,2,0,1,3
Peachtree Ridge HS,4,1,1,6
Pharr ES,2,0,1,3
Phoenix HS,0,1,0,1
Pinckneyville MS,22,1,1,24
Puckett's Mill ES,22,1,1,24
Radloff MS,1,0,0,1
Richards MS,27,0,6,33
Riverside ES,49,1,1,51
Roberts ES,13,0,0,13
Rock Springs ES,4,3,0,7
Rockbridge ES,5,0,0,5
Rosebud ES,33,5,6,44
Shiloh ES,21,1,2,24
Shiloh HS,0,2,0,2
Shiloh MS,29,1,0,30
Simonton ES,16,2,0,18
Simpson ES,6,1,1,8
Snellville MS,46,3,2,51
South Gwinnett HS,22,2,4,28
Starling ES,0,3,0,3
Stripling ES,5,1,3,9
Sugar Hill ES,14,0,4,18
Summerour MS,0,1,1,2
Suwanee ES,7,0,0,7
Sweetwater MS,8,2,1,11
Sycamore ES,8,1,0,9
Taylor ES,12,4,0,16
Trickum MS,24,5,3,32
Trip ES,0,0,0,0
Twin Rivers MS,3,4,1,8
Walnut Grove ES,0,5,0,5
White Oak ES,16,1,1,18
Winn Holt ES,16,1,2,19
Woodward Mill ES,4,0,0,4
