School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,1,0,0,1
Alford ES,4,1,0,5
Annistown ES,1,1,0,2
Arcado ES,1,4,1,6
Archer HS,3,10,4,17
Baggett ES,1,1,0,2
Baldwin ES,1,0,0,1
Bay Creek MS,3,5,2,10
Beaver Ridge ES,1,3,0,4
Berkeley Lake ES,0,1,0,1
Berkmar MS,3,5,0,8
Bethesda ES,1,1,0,2
Brookwood ES,6,3,0,9
Camp Creek ES,6,1,0,7
Cedar Hill ES,4,0,1,5
Chattahoochee ES,5,2,0,7
Chesney ES,2,1,0,3
Coleman MS,0,2,0,2
Collins Hill HS,4,5,0,9
Cooper ES,13,5,0,18
Dacula ES,7,2,1,10
Dacula MS,3,2,0,5
Discovery HS,4,4,0,8
Duluth MS,0,3,1,4
Duncan Creek ES,2,1,0,3
Dyer ES,9,2,0,11
Freeman's Mill ES,0,0,1,1
GIVE East,2,1,1,4
GIVE West,1,1,0,2
Grace Snell MS,5,0,0,5
Graves ES,0,3,0,3
Grayson HS,6,5,1,12
Gwinnett Online Campus,1,0,0,1
"Gwinnett School of Mathematics, Science, and Technology",0,1,0,1
Harbins ES,14,10,0,24
Harris ES,1,0,0,1
Head ES,5,0,1,6
Hopkins ES,3,0,0,3
Ivy Creek ES,10,2,0,12
Jackson ES,1,0,0,1
Jones MS,1,2,0,3
Kanoheda ES,1,0,0,1
Knight ES,1,0,0,1
Lanier HS,0,1,1,2
Lanier MS,2,3,1,6
Level Creek ES,2,2,0,4
Lilburn ES,3,2,1,6
Magill ES,0,1,0,1
McKendree ES,7,0,0,7
Meadowcreek ES,0,2,0,2
Meadowcreek HS,5,2,2,9
Mill Creek HS,0,5,1,6
Minor ES,0,2,1,3
Moore MS,1,0,0,1
Mountain View HS,10,11,2,23
Nesbit ES,0,4,4,8
Norcross ES,1,1,0,2
Norcross HS,4,5,1,10
North Gwinnett MS,1,3,1,5
Norton ES,2,7,0,9
Oakland Meadow School,0,0,1,1
Parkview HS,3,2,0,5
Parsons ES,3,0,0,3
Partee ES,0,1,0,1
Paul Duke STEM HS,2,2,0,4
Peachtree Ridge HS,4,1,1,6
Phoenix HS,0,1,0,1
Richards MS,1,0,2,3
Rock Springs ES,3,3,0,6
Rosebud ES,0,4,4,8
Simonton ES,0,2,0,2
Snellville MS,1,1,2,4
South Gwinnett HS,3,2,2,7
Stripling ES,1,2,0,3
Sweetwater MS,1,1,1,3
Sycamore ES,5,0,0,5
Taylor ES,0,3,0,3
Trickum MS,1,0,0,1
Twin Rivers MS,2,3,1,6
Walnut Grove ES,0,1,0,1
Winn Holt ES,1,1,2,4
