School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,10,0,1,11
Archer HS,2,0,0,2
Baggett ES,1,0,1,2
Bay Creek MS,1,0,0,1
Brookwood ES,3,0,0,3
Brookwood HS,17,2,0,19
Burnette ES,0,0,1,1
Camp Creek ES,2,0,0,2
Cedar Hill ES,7,0,0,7
Coleman MS,5,0,0,5
Collins Hill HS,8,1,2,11
Craig ES,1,0,0,1
Creekland MS,1,0,3,4
Crews MS,1,0,0,1
Dacula ES,0,0,9,9
Dacula HS,4,1,0,5
Duluth HS,0,0,1,1
Duluth MS,0,0,1,1
Duncan Creek ES,2,0,0,2
Freeman's Mill ES,0,1,0,1
Grace Snell MS,0,0,1,1
Graves ES,0,0,1,1
Grayson ES,1,0,2,3
Grayson HS,2,0,0,2
Head ES,0,0,1,1
Ivy Creek ES,0,1,0,1
Jackson ES,1,0,0,1
Jordan MS,2,0,3,5
Knight ES,2,0,1,3
Lawrenceville ES,0,0,1,1
Lilburn ES,0,0,1,1
Lilburn MS,0,0,3,3
Lovin ES,2,0,0,2
Magill ES,4,0,1,5
Mason ES,5,0,1,6
McConnell MS,10,0,0,10
Meadowcreek HS,1,0,1,2
Mill Creek HS,1,0,0,1
Moore MS,1,0,0,1
Mountain View HS,29,2,1,32
Norcross HS,13,1,0,14
North Gwinnett HS,1,0,0,1
North Gwinnett MS,1,0,1,2
Norton ES,1,0,0,1
Parkview HS,0,0,2,2
Peachtree Ridge HS,3,1,2,6
Pharr ES,4,1,0,5
Pinckneyville MS,2,0,0,2
Puckett's Mill ES,12,0,5,17
Richards MS,0,0,1,1
Shiloh MS,11,1,2,14
South Gwinnett HS,1,0,0,1
Summerour MS,0,0,2,2
Woodward Mill ES,1,0,0,1
