School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,6,1,0,7
Annistown ES,1,0,0,1
Archer HS,21,5,9,35
Baggett ES,2,2,0,4
Baldwin ES,4,0,0,4
Bay Creek MS,5,1,0,6
Beaver Ridge ES,2,0,0,2
Benefield ES,16,1,2,19
Berkeley Lake ES,3,1,6,10
Berkmar HS,11,5,0,16
Berkmar MS,7,3,0,10
Britt ES,4,3,1,8
Brookwood ES,7,0,0,7
Brookwood HS,19,3,2,24
Burnette ES,3,1,0,4
Camp Creek ES,8,2,2,12
Cedar Hill ES,7,2,1,10
Central Gwinnett HS,2,8,0,10
Chattahoochee ES,6,0,2,8
Chesney ES,9,0,3,12
Coleman MS,5,4,0,9
Collins Hill HS,1,0,0,1
Cooper ES,9,2,0,11
Corley ES,4,1,1,6
Couch MS,5,3,1,9
Craig ES,9,2,0,11
Creekland MS,9,3,6,18
Crews MS,9,1,0,10
Dacula ES,12,0,2,14
Dacula HS,13,2,2,17
Dacula MS,13,3,0,16
Discovery HS,6,3,0,9
Duluth HS,11,6,2,19
Duncan Creek ES,10,3,2,15
Dyer ES,10,0,1,11
Ferguson ES,2,0,0,2
Five Forks MS,9,5,1,15
Fort Daniel ES,3,0,0,3
Freeman's Mill ES,5,0,0,5
GIVE East,1,1,1,3
Grace Snell MS,3,0,2,5
Graves ES,4,1,0,5
Grayson ES,14,0,0,14
Grayson HS,13,4,0,17
Gwin Oaks ES,7,1,2,10
Gwinnett Online Campus,0,2,0,2
"Gwinnett School of Mathematics, Science, and Technology",6,2,2,10
Harbins ES,13,1,2,16
Harmony ES,6,0,7,13
Harris ES,3,1,1,5
Head ES,4,0,0,4
Hopkins ES,0,1,0,1
Hull MS,1,0,0,1
International Transition Center,1,0,0,1
Ivy Creek ES,13,1,1,15
Jackson ES,1,0,0,1
Jenkins ES,1,2,1,4
Jones MS,8,2,1,11
Jordan MS,4,0,0,4
Kanoheda ES,15,2,0,17
Knight ES,7,0,3,10
Lanier HS,11,8,3,22
Lanier MS,13,3,0,16
Lawrenceville ES,0,0,1,1
Level Creek ES,3,0,0,3
Lilburn ES,2,1,0,3
Lilburn MS,0,1,1,2
Lovin ES,13,1,0,14
Maxwell,1,0,1,2
McClure Health Science HS,1,0,3,4
McConnell MS,9,2,2,13
McKendree ES,5,2,0,7
Meadowcreek ES,6,5,2,13
Meadowcreek HS,1,0,1,2
Mill Creek HS,11,3,1,15
Minor ES,3,1,0,4
Moore MS,2,1,0,3
Mountain Park ES,2,1,0,3
Mountain View HS,16,8,2,26
Nesbit ES,7,1,0,8
Norcross HS,3,2,1,6
North Gwinnett HS,10,8,2,20
North Gwinnett MS,23,9,2,34
Northbrook MS,1,1,0,2
Norton ES,1,1,0,2
Osborne MS,11,3,2,16
Parkview HS,7,4,0,11
Parsons ES,5,0,0,5
Partee ES,1,0,0,1
Patrick ES,2,0,1,3
Paul Duke STEM HS,7,2,0,9
Peachtree ES,7,0,1,8
Peachtree Ridge HS,11,0,0,11
Pharr ES,3,1,0,4
Pinckneyville MS,4,1,2,7
Puckett's Mill ES,6,0,0,6
Radloff MS,3,1,0,4
Richards MS,8,6,1,15
Riverside ES,8,1,0,9
Rock Springs ES,9,3,3,15
Rockbridge ES,1,0,1,2
Rosebud ES,5,0,0,5
Shiloh ES,3,5,1,9
Shiloh HS,2,1,0,3
Shiloh MS,4,2,0,6
Simonton ES,5,0,1,6
South Gwinnett HS,2,2,1,5
Starling ES,8,3,0,11
Sugar Hill ES,9,2,0,11
Summerour MS,1,0,0,1
Suwanee ES,0,1,0,1
Sweetwater MS,9,0,0,9
Sycamore ES,12,3,0,15
Taylor ES,9,3,0,12
Trickum MS,17,9,2,28
Trip ES,8,2,1,11
Twin Rivers MS,5,6,0,11
White Oak ES,2,0,0,2
Winn Holt ES,4,1,0,5
Woodward Mill ES,0,1,0,1
