School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,22,1,6,29
Alford ES,0,0,0,0
Anderson-Livsey ES,0,0,0,0
Annistown ES,0,0,0,0
Arcado ES,25,0,1,26
Archer HS,21,2,1,24
Baggett ES,2,0,2,4
Baldwin ES,0,0,2,2
Bay Creek MS,1,0,0,1
Beaver Ridge ES,1,0,0,1
Benefield ES,1,0,0,1
Berkeley Lake ES,0,0,1,1
Berkmar HS,2,1,0,3
Berkmar MS,1,0,0,1
Bethesda ES,7,0,3,10
Britt ES,1,0,2,3
Brookwood ES,21,1,2,24
Brookwood HS,53,4,0,57
Buice Center,15,2,0,17
Burnette ES,3,0,6,9
Camp Creek ES,4,0,0,4
Cedar Hill ES,15,0,1,16
Centerville ES,4,0,2,6
Central Gwinnett HS,0,0,0,0
Chattahoochee ES,3,0,0,3
Chesney ES,14,0,1,15
Coleman MS,6,0,0,6
Collins Hill HS,9,2,3,14
Cooper ES,26,0,3,29
Corley ES,4,0,0,4
Couch MS,0,0,0,0
Craig ES,2,0,1,3
Creekland MS,1,1,4,6
Crews MS,4,0,0,4
Dacula ES,8,0,15,23
Dacula HS,30,1,2,33
Dacula MS,2,0,1,3
Discovery HS,3,0,1,4
Duluth HS,2,1,6,9
Duluth MS,3,0,7,10
Duncan Creek ES,29,1,2,32
Dyer ES,9,0,7,16
Ferguson ES,10,0,0,10
Five Forks MS,0,0,0,0
Fort Daniel ES,2,0,0,2
Freeman's Mill ES,13,1,0,14
GIVE East,1,0,0,1
GIVE West,0,0,0,0
Grace Snell MS,2,0,1,3
Graves ES,0,1,1,2
Grayson ES,1,0,2,3
Grayson HS,22,3,0,25
Gwin Oaks ES,0,0,0,0
Gwinnett Online Campus,2,0,0,2
"Gwinnett School of Mathematics, Science, and Technology",1,0,0,1
Harbins ES,9,1,2,12
Harmony ES,4,0,0,4
Harris ES,4,2,0,6
Head ES,11,0,3,14
Hopkins ES,1,0,2,3
Hull MS,0,0,0,0
International Transition Center,5,0,1,6
Ivy Creek ES,6,2,2,10
Jackson ES,3,0,0,3
Jenkins ES,4,0,1,5
Jones MS,4,1,0,5
Jordan MS,25,0,16,41
Kanoheda ES,3,0,1,4
Knight ES,20,0,9,29
Lanier HS,17,0,2,19
Lanier MS,0,0,0,0
Lawrenceville ES,1,1,1,3
Level Creek ES,0,0,0,0
Lilburn ES,0,0,1,1
Lilburn MS,13,2,3,18
Lovin ES,2,0,0,2
Magill ES,4,0,1,5
Mason ES,6,0,1,7
Maxwell HS of Technology,0,0,0,0
McClure Health Science HS,6,0,7,13
McConnell MS,13,0,2,15
McKendree ES,0,0,2,2
Meadowcreek ES,12,1,1,14
Meadowcreek HS,14,1,7,22
Mill Creek HS,10,2,1,13
Minor ES,15,1,0,16
Moore MS,4,0,0,4
Mountain Park ES,3,0,0,3
Mountain View HS,35,2,1,38
Mulberry ES,10,1,2,13
Nesbit ES,1,0,0,1
Norcross ES,10,0,2,12
Norcross HS,20,1,4,25
North Gwinnett HS,40,2,4,46
North Gwinnett MS,3,0,3,6
Northbrook MS,1,0,0,1
Norton ES,2,1,0,3
Oakland Meadow School,1,1,0,2
Osborne MS,4,0,0,4
Parkview HS,3,0,2,5
Parsons ES,12,0,0,12
Partee ES,2,1,0,3
Patrick ES,1,1,0,2
Paul Duke STEM HS,1,1,1,3
Peachtree ES,17,0,7,24
Peachtree Ridge HS,16,1,4,21
Pharr ES,21,1,2,24
Phoenix HS,1,0,0,1
Pinckneyville MS,21,0,7,28
Puckett's Mill ES,14,0,5,19
Radloff MS,2,1,6,9
Richards MS,8,0,7,15
Riverside ES,0,0,0,0
Roberts ES,0,0,0,0
Rock Springs ES,1,0,2,3
Rockbridge ES,1,0,0,1
Rosebud ES,0,0,1,1
Shiloh ES,0,0,1,1
Shiloh HS,1,0,1,2
Shiloh MS,11,1,2,14
Simonton ES,1,0,0,1
Simpson ES,46,1,3,50
Snellville MS,0,0,0,0
South Gwinnett HS,4,0,2,6
Starling ES,3,1,1,5
Stripling ES,0,2,0,2
Sugar Hill ES,3,0,0,3
Summerour MS,0,0,5,5
Suwanee ES,0,0,0,0
Sweetwater MS,4,0,1,5
Sycamore ES,0,0,0,0
Taylor ES,2,0,0,2
Trickum MS,4,0,2,6
Trip ES,0,0,0,0
Twin Rivers MS,2,0,1,3
Walnut Grove ES,0,0,2,2
White Oak ES,1,0,0,1
Winn Holt ES,2,0,1,3
Woodward Mill ES,5,0,3,8
