School,Close Contact,Positive Case,Suspected Case,Total
Alford ES,1,1,0,2
Annistown ES,4,0,0,4
Archer HS,4,0,1,5
Baggett ES,4,0,1,5
Baldwin ES,1,0,0,1
Bay Creek MS,3,0,0,3
Benefield ES,9,0,0,9
Berkeley Lake ES,0,1,0,1
Berkmar HS,1,1,0,2
Berkmar MS,25,0,2,27
Bethesda ES,19,0,1,20
Brookwood HS,13,1,0,14
Burnette ES,0,0,1,1
Cedar Hill ES,7,1,0,8
Centerville ES,0,1,0,1
Chattahoochee ES,3,0,0,3
Chesney ES,6,0,0,6
Coleman MS,1,0,0,1
Collins Hill HS,1,0,0,1
Cooper ES,13,0,1,14
Corley ES,18,1,0,19
Couch MS,2,0,0,2
Craig ES,30,2,0,32
Creekland MS,1,0,0,1
Dacula HS,2,1,2,5
Dacula MS,8,1,0,9
Duluth HS,1,0,0,1
Duluth MS,4,1,1,6
Duncan Creek ES,13,1,0,14
Dyer ES,20,1,2,23
Ferguson ES,1,0,0,1
Five Forks MS,1,0,0,1
Fort Daniel ES,1,0,0,1
GIVE East,0,0,1,1
Grayson ES,7,0,0,7
Grayson HS,10,2,0,12
Gwin Oaks ES,2,0,0,2
Harbins ES,2,0,0,2
Hopkins ES,1,0,0,1
International Transition Center,0,1,0,1
Ivy Creek ES,2,1,0,3
Jackson ES,11,2,0,13
Jones MS,2,1,0,3
Knight ES,10,0,1,11
Lanier HS,1,0,0,1
Lawrenceville ES,0,2,0,2
Level Creek ES,1,0,0,1
Lilburn MS,1,0,0,1
Lovin ES,1,0,1,2
Magill ES,5,0,1,6
Mason ES,1,0,1,2
McClure Health Science HS,4,0,0,4
McConnell MS,4,1,0,5
McKendree ES,2,0,0,2
Meadowcreek HS,5,0,1,6
Mill Creek HS,2,0,0,2
Minor ES,3,0,0,3
Mountain View HS,7,0,1,8
Mulberry ES,5,0,1,6
Norcross ES,17,1,1,19
Norcross HS,2,0,0,2
North Gwinnett HS,14,2,0,16
Northbrook MS,0,1,0,1
Parkview HS,3,0,2,5
Partee ES,15,2,1,18
Peachtree Ridge HS,1,1,3,5
Pinckneyville MS,30,3,2,35
Puckett's Mill ES,4,0,0,4
Radloff MS,26,2,0,28
Richards MS,1,0,0,1
Shiloh ES,4,1,0,5
Shiloh HS,1,0,0,1
Shiloh MS,3,0,0,3
Simonton ES,1,1,0,2
Simpson ES,2,0,0,2
Starling ES,11,1,0,12
Stripling ES,1,0,0,1
Sugar Hill ES,2,1,0,3
Summerour MS,11,0,0,11
Sweetwater MS,3,2,0,5
Sycamore ES,29,2,1,32
Taylor ES,16,1,0,17
Trip ES,3,0,0,3
Twin Rivers MS,24,0,1,25
White Oak ES,12,1,0,13
Winn Holt ES,2,0,0,2
