School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,2,2,1,5
Alford ES,3,0,1,4
Arcado ES,2,0,0,2
Archer HS,23,1,5,29
Baggett ES,7,0,1,8
Bay Creek MS,0,0,1,1
Beaver Ridge ES,0,1,0,1
Benefield ES,12,0,0,12
Berkeley Lake ES,7,1,0,8
Berkmar MS,2,1,1,4
Brookwood ES,4,0,0,4
Brookwood HS,1,2,0,3
Buice Center,1,0,1,2
Camp Creek ES,20,0,1,21
Cedar Hill ES,22,1,0,23
Chattahoochee ES,5,0,0,5
Cooper ES,1,0,0,1
Corley ES,1,0,0,1
Craig ES,2,0,0,2
Creekland MS,4,0,1,5
Crews MS,1,0,0,1
Dacula ES,3,0,0,3
Dacula HS,2,0,0,2
Discovery HS,1,0,0,1
Duluth HS,1,0,0,1
Duncan Creek ES,4,0,0,4
Ferguson ES,5,0,2,7
Five Forks MS,1,0,0,1
Fort Daniel ES,8,0,0,8
Graves ES,1,0,0,1
Grayson ES,3,0,0,3
Grayson HS,1,0,0,1
Harbins ES,2,0,0,2
Head ES,1,0,0,1
Hopkins ES,1,1,2,4
Hull MS,2,0,1,3
Ivy Creek ES,0,0,2,2
Jenkins ES,1,0,0,1
Jones MS,21,0,0,21
Kanoheda ES,6,0,0,6
Knight ES,1,0,0,1
Lanier HS,45,5,3,53
Lanier MS,5,0,0,5
Level Creek ES,10,0,0,10
Lovin ES,17,2,0,19
Mason ES,1,2,0,3
McClure Health Science HS,1,0,0,1
McKendree ES,33,0,0,33
Meadowcreek HS,0,1,0,1
Mill Creek HS,14,1,0,15
Minor ES,1,0,0,1
Moore MS,1,0,0,1
Mountain Park ES,11,0,1,12
Nesbit ES,0,0,1,1
Norcross HS,4,0,0,4
North Gwinnett HS,18,1,1,20
North Gwinnett MS,73,0,0,73
Osborne MS,4,0,0,4
Parkview HS,4,1,1,6
Parsons ES,0,1,0,1
Partee ES,1,0,0,1
Patrick ES,3,0,0,3
Peachtree Ridge HS,1,1,0,2
Puckett's Mill ES,3,0,0,3
Richards MS,3,2,0,5
Riverside ES,3,1,1,5
Rock Springs ES,1,0,0,1
Rockbridge ES,0,1,0,1
Shiloh ES,2,0,0,2
Shiloh HS,1,0,0,1
Shiloh MS,3,0,0,3
Simonton ES,1,0,0,1
South Gwinnett HS,15,0,4,19
Starling ES,2,1,1,4
Stripling ES,2,0,0,2
Sugar Hill ES,4,0,2,6
Summerour MS,2,0,0,2
Suwanee ES,1,0,0,1
Sweetwater MS,3,0,0,3
Sycamore ES,1,0,0,1
Trickum MS,15,2,0,17
Trip ES,8,0,1,9
White Oak ES,15,0,3,18
Winn Holt ES,2,0,1,3
