School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,9,1,1,11
Alford ES,5,1,1,7
Anderson-Livsey ES,1,0,0,1
Annistown ES,22,2,0,24
Arcado ES,6,1,2,9
Archer HS,55,3,12,70
Baggett ES,32,2,6,40
Baldwin ES,5,2,1,8
Bay Creek MS,8,0,0,8
Beaver Ridge ES,10,2,0,12
Benefield ES,20,1,0,21
Berkeley Lake ES,3,2,0,5
Berkmar HS,14,3,2,19
Berkmar MS,29,0,7,36
Bethesda ES,39,0,2,41
Britt ES,6,0,3,9
Brookwood ES,20,0,0,20
Brookwood HS,90,15,3,108
Buice Center,1,1,1,3
Burnette ES,9,0,9,18
Camp Creek ES,62,2,4,68
Cedar Hill ES,23,0,4,27
Centerville ES,4,2,1,7
Central Gwinnett HS,1,2,0,3
Chattahoochee ES,65,4,1,70
Chesney ES,58,7,0,65
Coleman MS,2,0,0,2
Collins Hill HS,3,0,0,3
Cooper ES,43,3,2,48
Corley ES,20,2,0,22
Couch MS,6,2,0,8
Craig ES,35,4,2,41
Creekland MS,8,2,1,11
Crews MS,17,2,0,19
Dacula ES,32,1,6,39
Dacula HS,9,5,7,21
Dacula MS,63,6,3,72
Discovery HS,16,3,1,20
Duluth HS,20,3,4,27
Duluth MS,19,4,6,29
Duncan Creek ES,31,2,0,33
Dyer ES,40,4,8,52
Ferguson ES,43,0,2,45
Five Forks MS,15,2,0,17
Fort Daniel ES,3,0,0,3
Freeman's Mill ES,9,0,2,11
GIVE East,0,0,0,0
GIVE West,3,0,3,6
Grace Snell MS,5,0,5,10
Graves ES,3,0,1,4
Grayson ES,8,2,0,10
Grayson HS,14,4,1,19
Gwin Oaks ES,4,0,1,5
Gwinnett Online Campus,11,8,2,21
"Gwinnett School of Mathematics, Science, and Technology",1,2,0,3
Harbins ES,22,2,3,27
Harmony ES,2,0,0,2
Harris ES,21,3,3,27
Head ES,31,3,0,34
Hopkins ES,6,1,0,7
Hull MS,5,1,1,7
International Transition Center,1,1,0,2
Ivy Creek ES,13,4,1,18
Jackson ES,22,5,0,27
Jenkins ES,5,1,0,6
Jones MS,4,0,0,4
Jordan MS,16,3,3,22
Kanoheda ES,7,1,0,8
Knight ES,23,2,3,28
Lanier HS,21,1,6,28
Lanier MS,12,1,4,17
Lawrenceville ES,0,2,0,2
Level Creek ES,8,0,1,9
Lilburn ES,0,0,0,0
Lilburn MS,4,0,2,6
Lovin ES,4,0,1,5
Magill ES,97,8,5,110
Mason ES,10,0,3,13
Maxwell,0,1,0,1
McClure Health Science HS,7,0,6,13
McConnell MS,28,2,1,31
McKendree ES,41,4,0,45
Meadowcreek ES,8,2,1,11
Meadowcreek HS,20,2,6,28
Mill Creek HS,45,2,1,48
Minor ES,8,0,1,9
Moore MS,0,0,0,0
Mountain Park ES,6,3,0,9
Mountain View HS,65,3,5,73
Mulberry ES,28,1,5,34
Nesbit ES,2,0,1,3
Norcross ES,46,3,3,52
Norcross HS,42,5,5,52
North Gwinnett HS,13,5,4,22
North Gwinnett MS,7,2,0,9
Northbrook MS,3,0,0,3
Norton ES,2,0,1,3
Oakland Meadow School,2,0,1,3
Osborne MS,61,3,0,64
Parkview HS,19,5,11,35
Parsons ES,1,1,0,2
Partee ES,20,3,2,25
Patrick ES,5,1,1,7
Paul Duke STEM HS,11,3,0,14
Peachtree ES,23,0,10,33
Peachtree Ridge HS,3,3,6,12
Pharr ES,8,1,0,9
Phoenix HS,0,0,0,0
Pinckneyville MS,81,2,8,91
Puckett's Mill ES,25,2,1,28
Radloff MS,50,3,0,53
Richards MS,31,3,3,37
Riverside ES,4,1,1,6
Roberts ES,5,0,0,5
Rock Springs ES,9,2,0,11
Rockbridge ES,25,0,3,28
Rosebud ES,7,2,3,12
Shiloh ES,14,2,0,16
Shiloh HS,2,0,5,7
Shiloh MS,29,1,3,33
Simonton ES,20,1,1,22
Simpson ES,22,0,0,22
Snellville MS,4,0,2,6
South Gwinnett HS,8,2,5,15
Starling ES,16,2,1,19
Stripling ES,2,0,2,4
Sugar Hill ES,16,2,2,20
Summerour MS,30,3,2,35
Suwanee ES,0,1,0,1
Sweetwater MS,12,3,1,16
Sycamore ES,34,2,1,37
Taylor ES,35,2,0,37
Trickum MS,10,1,0,11
Trip ES,11,0,3,14
Twin Rivers MS,78,7,4,89
Walnut Grove ES,1,0,0,1
White Oak ES,13,1,1,15
Winn Holt ES,26,0,2,28
Woodward Mill ES,0,0,0,0
